s1,beginning_description,following_from_self,following_from_others
1.3,老公发工资了就给我500快钱盛下的要给他爸还债这几年了一直这样,那我们还过不过了孩子都三岁了什么都没有 // 主要是他爸不正干花钱大手大脚的 // 他很孝顺 // 能怎么看就是生气呗 // 聊了又管什么用能解释问题吗 // 他爸又没死让他还呗 // 接纳不了 // 你他妈的怎么不去死,还债是正事，同时表明老公也是一个有责任的人，你经济比较困难了，是吗？ // 亲，老公人品怎样？经济上的困难是暂时的，是可以克服的 // 对于他爸爸的这种状况老公的态度是什么？ // 他对爸爸的不正干，是怎么看的呢。 // 具体情况愿意和我电话详细交流吗？ // 先调整好自己的心态，老公心够苦了，你们应该齐心协力，想个办法出来，而不是埋怨，你说呢？ // 你老公现在是家庭当中的大人，你公公反而成了小孩。 // 美女，改变不了的应该接纳 // 接纳现实，与老公好好沟通 // 那你可以去死了
1.3,女 父母吵架的时候，总逼迫自己去干一些无聊的事，这是怎么了？,,让你干什么无聊的事情了 // 如果是你强迫自己去干无聊的)事，那就是在转移痛苦？ // 美女
1.3,"女,23岁,婆婆重男轻女受不了她当面一套 背后一套心里很压抑老想哭",生活了两年多现在自己住 // 丈夫知道但他重孝道 // 老师们好,和婆婆在一块生活吗？ // 丈夫知道你的内心感受吗？ // 你希望帮你什么？ // 愿意和我详细聊聊吗
1.3,"女,25岁,还是和家里人吵架…还出力不讨好，反而把自己气的不行！",各种琐事都有 // 是的 // 妈妈最近住院了…就我一个人忙前忙后的…,因为啥事？ // 美女 // 有一些委屈和愤怒的情绪，是吗？ // 可以点击我的头像私聊，这样对你帮助更大
1.3,老婆一根筋有问题老是放不下，不知道该怎么疏导她（感情问题）,,选择心理服务学习心理干预方法 // 什么样的问题让她放不下？
1.3,夫妻分居半年，中途有联系，时好时坏，是否该离婚，纠结中……,有孩子，因家庭矛盾 // 我觉得可以，但是他觉得不可以。他觉得我与矛盾不可并存,为什么分居呢？做过复合的努力吗 // 很让人纠结，那么现在维持你们婚姻能够继续的是什么呢 // 为何分居？ // 有孩子吗？ // 家庭矛盾可以解决吗 // 具体是怎样的矛盾呢？
1.3,"女,夫妻性格不合，没办法沟通，怎么办？婚姻应该如何经营下去？",十年了 // 一直有,这样的情况多久了呢？ // 结婚几年了？ // 什么时候发现这个问题的呢？ // 美女 // 当初也是么？ // 性格方面的问题，可能通过沟通方式来弥补，只要重新进行调试还是可以相处的，关键你对这段婚姻还有信心么？ // 求同存异，学会相处 // 接受差异，从差异中学习成长 // 可以具体咨询学习如何沟通 // 任何人的婚姻都会随着时间流逝，出现这样或者那样的问题，出现问题不怕，怕的是不知道如何去合理而有分寸的处理这些生活问题。 // 这需要详细的讨论。 性格不合只是一个概括
1.3,"女,老是胡思乱想，总觉得我老公骗我，利用我，这是不心理有问题",有时候很好，有时候很不好 // 在我生孩子的时候出轨了，现在跟我坦白说已经改好了，可我就是不相信，老是怀疑他是骗我的 // 并且这种情绪越来越严重，导致我老是想去弄明白 // 那这是什么情况,他平时对你怎样 // 美女 // 出现这样的情况一方面可能是自己对感情信心不足，一方面可能是老公的表现难以让人放心。 // 一般来讲是两方面的情况都有。 // 对老公的信心被打击到了
1.3,女 我和老公在一起一开口就要吵，他太大男子，对我不关心不体贴,十年 // 有，她这么以为 // 但他不这么认为 // 是的，每次越聊越过火 // 要不，太晚了明天聊 // 晚安 // 我现该怎么办 // 谁来帮帮我,你们结婚多久了？ // 你感觉老公不关心你，你们沟通过吗 // 你们沟通不畅，是吗？ // 点我头像，私聊吧， // 随你
1.3,"女,夫妻感情不好..性格不合..都心眼太小..无法沟通..他爱玩不归家..",后面 // 结婚3年..从去年下半年开始就不爱回家,性格需要慢慢磨合，互相接纳，彼此尊重彼此的差异性。 // 抱歉，刚忙完 // 结婚多久啦？ // 结婚多久啦？ // 不归家，是一直以来的。还是后面有的行为？ // 不归家，是一直以来的。还是后面有的行为？ // 婚姻是需要两个人一起经营的 // 婚姻是需要两个人一起经营的 // 不爱回家总是有原因的，你了解其中的原因吗 // 不爱回家总是有原因的，你了解其中的原因吗 // 需要一个婚姻的情感辅导 // 需要一个婚姻的情感辅导
1.3,"女,42岁,夫妻感情破裂怎么办，我老公冷淡我，不知道是他有外遇了",夫妻感情不好 // 冷淡我,您是说，你不知道你老公是否有外遇对吗？ // 这样多久了 // 感情冷淡是什么原因呢
1.3,男 我结婚6年多了！现在成了问题夫妻！为何在离婚与不离间徘徊！,说不清，所以才矛盾 // 为什么没有能谁回答的问题让我感到有实际帮助！让我如何选择谁帮助我了,婚姻存在什么样的问题呢 // 有孩子吗？ // 欢迎点我头像，点击：电话咨询，详细谈谈你的问题。 // 自己先理，你可以点头像图文咨询 // 你妻子对你们婚姻的感受是什么？ // 你需要先告诉老师目前的状态，老师才能给方向。
1.3,女 感觉老公出轨，一个多月没有夫妻生活，心里很烦躁，该怎么办,感觉到吧，天天吵架，那么就不说话,多种可能。 // 你这样的烦躁 你觉得他能感受到吗 // 如果夫妻之间不沟通，很容易出现问题 // 建议你做一次个人成长咨询，学会沟通，学会正确处理夫妻关系 // 如果你信任我，点我头像，再点图文咨询，与你私聊 // 天天吵架，如果不出轨，也没心情过夫妻生活。 // 先搞清为何两个会吵架 // 这是夫妻关系出现疏离的前兆，应引起重视，注意夫妻亲密关系的维护。如果需要深入系统的交流，可以点击我的头像预约正式咨询，以便我们更好地帮您。谢谢。
1.3,"女,我和老公在一起4年如今没有交流了，各干各的事。感觉心好累。",嗯 // 3年吧,你们婚姻多少年了？ // 以前有交流的挺好的时候吗？ // 这样的相处模式，是冷漠型婚姻。确实该是需要为婚姻动手术了。 // 三年的婚姻，就走到这样，有没有想过它背后的原因是什么呢？ // 男女沟通方式有区别，你们之间区别较大，可做咨询调整 // 婚姻需要认真对待，再忙再累也不等懈怠的 // 少了点你期待的，对吗？ // 婚姻需要双方去经营！ // 夫妻之间有一个互动的过程。我建议你先来了解自己探索自己，看看我们为什么会与老公形成这样的互动。 // 关系 // 当你越能了解自己。你的生活品质会越来越提高的 // 欢迎您关注我，需要时约我电话咨询详细讨论
1.3,你好，可以咨询一下吗？关于家庭一些琐事！你们这里咨询收费吗？,,可以 // 可以具体说说吗？ // 如果简单，不需要收费。如果需要分析，可能收费 // 一对一咨询，是要收费的 // 家庭遇到了什么事呢 // 遇到怎样的琐事呢 // 要付费吗
1.3,婆媳关系如何经营好？有矛盾，如何解决？现在不知该怎么办是好！,,婆媳关系涉及比较复杂，要结合实际情况，所以建议电话咨询我吧 // 具体是怎样的 // 很愿意帮助你 // 需要详细了解情况 // 愿意和我详细聊聊吗 // 给你留言了 // 本人专门处理婆媳关系
1.3,男 我想问一下，老婆前几天生下孩子，岳母来了，挑的我们家庭不和,老婆和以前不一样了 // 可是岳母在老婆跟前，不知道说了什么。我老婆和没生孩子的样子不一样了 // 对我也是很倔 // 嗯，我对我老婆挺好的，就是有时候他就倔我，我也忍了 // 嗯 // 可就是岳母每天在我老婆跟前说我家的坏话，我一进门他们就不说了。 // 要不就是说一个月不要让孩子和我老婆不让我见， // 是啊，我就是舍不得吃，舍不得穿，让他吃穿， // 可就是丈母娘怎么想的 // 是吗？ // 我丈母娘是爱挑字眼 // 有免费咨询的嘛？,岳母怎样做的原因是什么呢？ // 你就多关心一下妻子吧 // 多了一个孩子自然不一样了，多关心许体谅 // 女人在月子里是很需要关们的 // 关心和照顾 // 孩子出生了，你当爹了，自然责任和担子重了 // 尤其是来至丈夫的 // 这的确和困扰 // 毕竟是丈母娘，需要加强与你老婆的沟通，而且心胸开阔点，就把她当娘 // 可能她害怕她的女儿和你太近了，她会被抛弃 // 欢迎你约我电话咨询，详细讨论
1.3,我老公不让我看他手机，因为手机的事情吵过架，可是还是不让我看,这个是收费的吗,这由你个人决定…
1.3,"男,29岁,最近一段时间跟妻子感情出现了问题，总觉得她对我很冷淡了",就比如睡觉的时候她宁愿靠在床边上，也不愿意靠近我 // 我可能喜欢摸着她吧！ // 个性不好说，对朋友都非常仗义 // 呵呵！如果能够解决问题，我当然愿意付费的！ // 只是现在就叫我付费我是不太想的！,什么原因冷淡的 // 相处模式个性怎样 // 这个有原因吗 // 你愿意付费咨询吗。问题在你这 // 和妻子之间有什么矛盾吗 // 是觉得和之前有什么不一样的了嘛？ // 中间发生过什么问题吗？
1.3,"女,29岁,结婚后，和家人关系不好，心理感觉有问题，而且脾气不好。",好 // 婆媳关系 // 总觉得她很自私，有时又觉得好，老公是没权利跟发言的,和老公感情怎样 // 想改善就是好的开始 // 那是婆媳关系不好吗 // 和婆婆家人关系不好啊 // 美女
1.3,"女,男人不顾家，不懂事，不成熟，女人觉得过的很累，不知道怎么办",,美女 // 改变与男人之间的交流互动方式，尝试一下 // 女人如果成熟的话就可以引导男人成熟起来
1.3,"女,结婚一年 容易烦，容易发脾气，特别是讨厌婆婆和这个家，怎么办",怎么破,嗯 // 您了解过你为什么讨厌吗 // 做儿媳不容易 // 夫妻感情怎样 // 讨厌什么？ // 可以说一个事例 // 经常因为什么事情吵架 // 我们首先要了解自己为什么讨厌婆婆。    比如，我们可能不自觉的把和母亲的感情转移到了和婆婆身上。那么这就需要做咨询帮助您修复曾经你和母亲之间的创伤 // 如果您愿意，可以点我头像关注我，方便时付费约我电话咨询，我们一起成长 // 我们带着期待来到这个家，婆婆让我们失望了，是这样的吗？ // 我感觉结婚以后老婆不在乎我了该怎么做
1.3,你好，如果父母不讲理，想跟他们聊聊但是聊不到几句就吵起来怎么办,我15岁,不用说太多，沉默 // 你可以告诉她们，如果她们继续对你这样，实际上在对你进行心理层面的强奸 // 她们就不好意思那么做了 // 美女 // 不用担心，多一些耐心 // 很理解你 // 可以把你的内心感受告诉他们，然后沉默就可以了 // 交流有方法的 // 你多大？ // 完美的沟通是双方的意见都能被关注！点我头像关注私聊或者电话沟通，我来教你
1.3,女 我们结婚20年了，为一些事情现在他不理我了，我不知道怎么挽回婚姻,,为什么事情不理你了呢？ // 帮你看看怎么挽回 // 帮你看看怎么挽回
1.3,男 我妻子是健美运动员，身体很强壮，我在性生活上比较被动，怎么办？,我妻子总是主动要求和我过性生活。 // 性生活时的一些动作总是她先出手。 // 是的。 // 男人应主动。 // 一般都是男性主动啊。 // 感觉她的性能力明显比我强。,你说的被动是指什么呢？ // 然后呢 // 锻炼身体 // 帅哥 // 这里您的信息量有限，您愿意详细谈谈吗？如果想深入咨询尽快解决您的问题请点击我的头像进我的主页选择您希望的咨询方式来咨询或备用，老师尽力帮助您好吗？ // 那有什么不好吗？ // 这有些不妥吗 打击了你的自尊吗 // 你的传统观念 认为男人主动吗 // 女人主动也一样好像 // 这没有男女之分吧 // 那是一般 还有另类呢 你的老婆是健美  别的老婆是吗 // 无论谁主动  不重要  性和谐就好 // 老婆的强壮和主动，挑战了你男性的尊严，是吗？
1.3,女 我老婆35岁最近无缘无故提出离婚，我问她什么理由，她给出任何理由,专家 // 是的，之前没有任何征兆 // 我也不明白怎回事 // 什么也没有发生 // 我也尝试去探索一些情况 // 但什么问题也发现不了 // 可以，哪些情况 // 我们感情一直很好，就从四月五号开始就变了 // 我对自己努力已经做到极限 // 是的 // 我从多方面去做，看看她到底什么原闲 // 我无从下手 // 我不敢保证了解内心 // 但我能了解一半以上吧,那确实很突然，之前没有任何征兆么？ // 没有理由的离婚？你怎么看待这个问题 // 哦，发生什么事了么？ // 看看在她那里发生了什么。 // 可以看看。 // 提出离婚一定有她的理由，只是她为什么不给您说呢，这是值得探讨的 // 可能在她那里肯定发生了。 // 我猜 // 需要从你们的生活感情中发现一些线索 // 或者是你不知道她那里发生了什么 // 能说下你们之间的一些情况么？ // 以前感情如何？ // 你应该了解她离婚的理由吧！ // 嗯，你对自己的努力满意么？ // 当时是什么情况？ // 因何而变？ // 哦哦，你是说你已经做了你该做的。 // 没有无因之果，只是你没有感觉 // 嗯是 // 你真正了解妻子的内心吗？ // 哦嗯 // 之前她对你有过什么抱怨吗？ // 女人是注重感受的，或许在你看来不是什么大事的事，在她看来却已经是天大的事了。 // 您们有孩子吗？
1.3,女 为什么我和老公总是无法沟通啊！他给我的感觉是在外面有人了！所以,六年 // 当他离开我，我会怀疑他是因为他有外遇过 // 现在我都不敢相信他对我说的话，所以我们只要一谈话，几句话吵起来了,晚上好 // 你们结婚多少年了呢？ // 为什么无法沟通？尝试过吗？又是怎么沟通的？ // 有证据吗 // 影响婚姻的问题，其实有很多问题都是因为沟通 // 购买一个服务，电话沟通好吗？ // 如果你们能在沟通中获得快乐，他自然是愿意和你沟通的 // 详细可点我头像关注我，进行图文咨询或直接购买咨询以便及时帮你解决问题。 // 老公不一定有外遇，可能沟通引起的猜疑 // 老师需要详细了解情况，才能帮助你分析原因解决问题
1.3,男 老婆自从生完小孩以后就不愿意有性生活，两年了，每次都为这事吵架,,点击头像关注我，具体聊。 // 女人生孩子挺痛苦的 // 如果在生育过程中有些痛苦和失望超过她的想象 那么和你的关系也会出现问题 // 我觉得可以探讨一下你们的关系 还有家庭氛围 以及更多详细的信息 // 生孩子前，她怎样呢？ // 点击头像关注我，我们详细聊聊。 // 夫妻感情基础如何？
1.3,男 老婆要离婚，我不想离，现在分居，电话不接，短信不回，我该怎么办,我老婆要和我离婚，就因为我上网和女的聊天，挑逗女的，说我精神出轨，前两次好了，这一次铁了心要和我离，现在都搬出去住了，我该怎么办，怎么挽回呀，求求给我好心人帮我支招,她离婚的理由是什么呢？ // 你多大年龄？ // 结婚多久了？ // 有孩子吗？ // 你们之间发生了什么？老婆为什么要离婚呢？ // 你们之间发生了什么样的不舒服呢？ // 愿意具体说说吗 // 离婚的原因是什么呢？可能要挽回你们的婚姻，需要从你们婚姻中存在的问题开始
1.3,"男,我每次想亲老婆 她会躲 说不喜欢我亲她 感觉很排斥我 这种现象正常吗",是的 结婚后一直这样 // 这种现象应该很不正常吧 // 她很传统 结婚前没什么亲密接触 // 不能一概而论是什么意思 // 结婚快半年了 还压抑吗 // 而且每次性生活也很不情愿 // 总感觉很排斥我 // 每次想和她亲密接触 她说不喜欢别人碰她 要不就装睡不说话 // 好吧 这种现象我受不了 自己老婆不能亲 这算什么 // 结婚不久 两三天一次 算频繁吗 // 你是心理医生吗 // 应该没几个男人能忍受这种现象吧 // 你是女生吗 从你女性角度看这个现象很正常是吧 // 沟通啊 // 不喜欢亲密接触 // 那偶尔想亲吻下 她会躲开 // 这应该是洁癖吗 还是性取向有问题,"帅哥 // 她一直都是这种状态吗？ // 结婚前是怎么样的呢？ // 婚前呢 // 这个不能一概而论 // 更多的可能是她在压抑自己的情感反应 // 你可以和她多多沟通，了解她的感受和想法 // 正常现像啊,她不喜欢亲密接触, // 结婚前你们没有同居所以没有展现出来吧,结构后她真实就是这样咯 // 有些女的有洁癖 // 如果密很频繁她会烦的 // 你 // 如果你很频繁亲密接触她会烦哟 // 我也是乱猜的 // 不清楚耶,我不是,能点开头像的才是 // 我是路人 // 是否老婆存在洁癖心理呢。在这个问题上，老婆自己的理解是什么，你们有没有沟通过。 // 那么老婆对此是怎么说的呢 // 可是也没有几个女的能忍受做爱太频繁吧 // 嗯 // 有的性冷淡就这样 // 别问我为什么，我就是这样"
1.3,男 小时候看到母亲偷情，没敢告诉父亲，在心里压了10好几年了，该怎么办,一直在心里憋着，如果说了，我感觉这个家庭就完了 // 我怀疑我现在有抑郁症 // 父母关系很不好 // 这件事在心里谁能不能说好难受 // 那就不知道了，出去打工了。很少回来 // 是的，我在工作 // 不知道，我只知道给我造成阴影了 // 控制不住，还在乎别人怎么看我这个家庭的,这10年你是怎么忍受过来的？ // 那你母亲现在还在偷情吗？ // 如果没有，那就不关你的事。你做好你自己事情就行了。谁都不要告诉。 // 需要咨询请戳我。 // 是不是你认为母亲做这样的事情不够好，你内心排斥她。你心一直纠结。 // 父母的关系怎么样呢？ // 嗯，内心压抑很难受 // 可以说给我听。 // 进行心理调整吧 // 理解你的感受 // 是的，你很担心父母 // 可以进行心理方面的条理 // 是啊，没人可以说。 // 愿意跟我详细说说么？ // 难言之隐，一戳了之。 // 你母亲还有没有继续呢 // 哦哦，你现在在做什么？ // 工作么？ // 哦，工作顺利么？ // 你知道你为什么受伤害的是你吗 // 你可以找别人说。 // 其实本来就不是你操心的事情，或许我说这话你现在还不能够理解。你父母的事情，他们自然会处理。而你要做的事处理好你自己的事情。 // 只要你不认为那是阴影谁都不会给你造成伤害。 // 是啊，别人怎么想可能我们无能为力。 // 你很在乎别人怎么看你呢 // 我觉得直接告诉父亲起不到好的作用 // 你想帮你什么？ // 原来是她有问题。现在这是你有问题了 // 你应该知道在现实里该怎样处理。如果内心纠结，可以点我头像，详细咨询我
1.3,女 跟老公吵架了，哪个老师现在有时间？帮我们调节一下，到底该不该离婚,,原因是什么？ // 结婚多久了 // 吵架不解决问题 // 换一种情感表达方式去沟通调整您们的关系吧 // 可以通过咨询获得帮助，很愿意帮助你 // 感谢对我们的信任。 // 可以点击我的头像私聊。 // 感觉到你的无助 // 退到一对一界面看我给你的留言 // 很愿意帮助你
1.3,"女,我和老公长期分居，夫妻之间感情越来越差，怎么办，我内心深处很纠结",老师,为什么分居呢 // 分居是什么原因造成的呢？ // 很理解你的心情 // 和不来就分啦最受不了这种男女之间的破事 // 愿意和我详细聊聊吗？很愿意帮你 // 给您留言了，很愿意帮助您。 // 分居的原因是什么呢？ // 愿意接受深入咨询吗？ // 结婚多久了 彼此多大年龄呢  丈夫的态度和打算你知道吗
1.3,我妈出轨被我爸发现了，我爸不放过那个男人，又不和我妈离婚，该怎么办,我想知道该怎么让我爸平息怒火，我怕我爸闹出事来,你多大了？ // 理解你不想让爸妈分开。 // 你希望他们怎么样呢？ // 你是他儿子，在有些问题你可能劝慰起到作用，但这样的问题你的劝慰很难有作用 // 建议你只是配餐就可以了 // 陪伴 // 还是交给他们自己处理吧 // 这是你爸和你妈的婚姻，你还是不要常喝，交给他们自己来处理。 // 主要是你爸还放不下 // 可以指导你如何去和爸爸沟通，帮他把焦虑的情绪降下来 // 过好自己的生活 // 如果你自己媳妇跟别的男人偷情，你会是什么心情？ // 我是粗人，说话很粗，不要介意 // 你爸不放过的那个人你认识？
1.3,"女,34岁,丈夫想要抛弃我和我儿子，与他的兄弟姐妹一起生活，我该怎么办？",是这样子，他家在乡下，经常有他的亲人来我们这儿，我是不同意在他单位要房子，让他们住，客人嘛，需要那么做吗？ // 我并没有不让他的兄弟姐妹们住到家里！,是和婆家闹矛盾了，是吗？ // 他不想和你们生活，选择原来的亲人？ // 在单位要房子住，你觉得有哪些不妥吗？ // 你们夫妻之间看来错在误解 // 美女，对于这个问题，您的处理没有顾忌他的面子。 // 如果您老公比较顾家爱面子，可能他受不了别人的评价。
1.3,女 家人逼婚，我不想结婚，说不老三句就吵吵，该咋办，哪位专家可以解决,19，我在家人的被逼之下，订婚了，我现在特别后悔 // 我们这里都是这么早结婚的，我不想，一想家人催就头疼，哪位老师可以帮忙 // 我也不想成为不孝女,吵解决不了问题啊 // 要有效的沟通 // 我可以帮助你分析解决 // 点我头像，再点图文咨询，与你私聊好吗？给你留言了 // 你多大？自己有择偶标准吗？ // 你多大，还没准备好吗 // 推，拖，拉 // 有点早 // 方法告诉你了 // 拿出你自由的权利去反驳，自己命自己掌权，父母的过失不完全是造就孩子的将来，也可能是变相扼杀一个孩子
1.3,"女,和老公长时间没有沟通，每天期待见到老公，但是见面了又不知道说什么。",,婚姻沟通是情感的重要基础 // 你们结婚多久了 // 9也是爱的技巧 // 很愿意帮助你 // 愿意和我详细聊聊吗 // 我们聊过
1.3,女 我觉得家人从来没有关心过我，从来不知道我喜欢什么，讨厌什么我恨他们,,美女 // 你多大了？ // 你有向他们表达自己的喜好吗？ // 和父母表达过吗？ // 美女 // 换一个视角就好了。
1.3,女 母亲给奶奶家送吃的，不但不要还把吃的东西扔了，还打了架，要怎么劝。,这种情况要怎么劝啊！爸爸和妈妈还吵架了 // 她们以前就一直不和 // 我已经工作了 // 我觉得自己家人过好就行了，既然不和，那就不要来往就好了 // 对 // 那我要怎么办呢 // 母亲现在还好，就是我的父亲现在不想和母亲说话，那天她们好像还打起来了 // 现在我就想让父母和好得怎么办啊 // 父母和奶奶吵架，现在两个人吵架，母亲要寻死，怎么办,很理解你的心情 // 她们之间发生了什么了吗 // 奶奶为什么会吧吃的扔呢 // 你多大 // 不是你妈妈的错。。照顾好自己。 // 你怎么看这个问题呢 // 为什么不和？ // 如果你还是孩子，就照顾好你自己就可以了 // 关键是你怎么张这事 // 怎么想这件事 // 看你有没有能力帮忙协调，可以把来龙去脉讲清楚一点吗？小窗也可以，相信她们之间不是一天两天的事情，如果对两个人都不了解，贸然的帮和劝都抓不到点子上，没意义的。 // 你应该考虑你父亲的感受，你这想法很难起到好作用 // 一边是你母亲，一边是你父亲的母亲 // 要根据具体情况具体处理 // 点击我头像关注我私聊详情好吗
1.3,"27岁,我老婆性格内向，有事情不愿意和我沟通，问她也不愿说来，我该怎么做",,那用身体的语言与她沟通，多拥抱她，多亲吻她，多给她肯定的笑容。 // 当初恋爱的时候怎样交流的啊？
1.3,老公说一年后和我离婚怎么办？我不想离，能挽回老公的心吗？我天天很敏感。,他说等儿子上初中了。 // 他说我太强势了。 // 前段时间我感觉他对我很冷。 // 我就说了一下气话。说离婚。 // 他回来就对我失去信心了。 // 他说我给不了他要的生活。 // 说离婚后把我当亲人看。 // 是的。 // 我该怎么去挽回。 // 我要怎么做 // 关键是我说我改变。他说不需发。,专业婚恋挽回 // 为什么一年后离婚？ // 那说明有心 // 离婚的原因是什么？ // 什么原因 // 你真的要挽回吗 // 点击头像私聊，我已经留言了 // 一年的时间，你还是有机会的 // 了解老公对婚姻的期待，自己做一些适当的调整 // 他说不需要，看上去可能对你失去了信心。 // 他说等儿子上初中才离婚，证明他还是可以忍受的。在这中间你适时地改正还有希望。 // 我们要改变，一定要改变的行动。 // 婚姻发生危机，实质上也是契机
1.3,女 老公沉迷网络游戏，不顾家，不顾老婆孩子，不上班，不挣钱，我该怎么办！,他从19岁就开始沉迷游戏了，因为游戏，他读到大二就没读了，因为他把学费都花到网吧里去了 // 一年多 // 我们是家里相亲认识的，我之前不知道他有这个坏习惯 // 对 // 他不赚钱，甚至还借钱去网吧 // 去年知道的 // 我们相处的那一年，他也只是偶尔去，可是，去年他一个人在上海 // 他去年，根本没怎么上班，就一直在网吧里 // 现在我也出来工作了，我们都在上海，孩子是公公婆婆带，可是我们在上海，不在同一个地方上班 // 还是是公公婆婆在老家带，我和老公不在一个地方上班，我们都是住公司宿舍 // 他前段时间换工作了，可是他不给我他工作的地址，他说他上班了，但就是不给我他工作的地址，他不让我去他工作的地方看 // 我现在不知道他是因为没有上班，才不给我地址的，还是他在那边有外遇了， // 他换新工作只有半个月左右,你们结婚多久？ // 他现在也是在网吧玩？ // 现在才知道他喜欢网络游戏？ // 你真该先检讨一下自己，不了解它彻底就结婚！ // 让他戒网瘾吧 // 先照顾好自己和孩子 // 他在上海你在哪里？ // 你都说他不工作没钱，沉迷网络游戏，怎么又怀疑有外遇？ // 你跟他说叫他开直播如果他游戏打得好的话，现在直播能赚钱
1.3,女 现在看见老公心里就火，到了眼不见为净看到他来的电话号心就烦，改怎么啊,刚开始就不是美满的婚姻 // 无能什么事都不会处理，还强词多理大男子主义，上班回家什么都不干 // 我该怎么办,改不去看吗？ // 让你发火的原因有哪些呢？ // 逃避不是办法，需要探索夫妻之间的有效沟通 // 点击我头像加关注选择图文咨询或电话咨询 // 引起你发火的原因是什么呢，你能理解你为什么看到他就会发火吗？ // 你认为什么样的婚姻才是美满的呢？ // 你从内心就是排斥他的  就不是接受的 所以不想和他交流沟通 见到电话就会烦 // 你对他的情绪积压过多 // 首先你想要什么结果呢  离婚还是维持婚姻 这是你明确基本的目标啊 // 假如离婚该怎么离  不离婚 该怎么去做协调婚姻   你总是处于不离婚而想离婚的痛苦状态 // 如果可以的话  点击头像关注  查看服务  电话约我详细咨询 // 最好还是先处理自己的情绪，然后努力修复。 // 欢迎你约我详细咨询。
1.3,女 我跟老公的婚姻状况很糟糕～我特别不想过了～就是舍不得儿子～怕孩子受伤！,我从小性格很强硬 // 一直都很自立～谈恋爱到结婚我都没依赖过他 // 就是怀孕那段时间～他精神出轨了 // 这件事一直是我心里的刺 // 结婚六年 // 现在就是很迷茫呀～都不知道自己该往哪个方向走 // 他是个很自大的人～做工程款的～虽然这几年一直亏钱～欠了一屁股外债～但他都是开始漂漂然了～觉得我就该对他低眉顺眼的,我理解你的感受。你想过改善婚姻状况吗？ // 什么原因导致的啊 // 你做了那方面的努力调整婚姻吗？ // 舍不得儿子  为了儿子就要修复婚姻关系  为了自己  就果断离婚 离开他 可是你什么都做不到  纠结 // 结婚几年了？ // 现在你明确自己想要什么结果 是继续婚姻还是离婚  有了目标 我们再想办法 // 嗯嗯 可能你内心的受伤感一直没有得到关注 // 你先下定决心 是继续还是放弃  继续的话 我们可以通过电话 详细的咨询 ，来梳理和分析一下你目前的心态 和需要面对的问题 // 你需要先来处理你内心的受伤感的感觉。 // 需要学习如何与对方沟通这个不舒服的感觉 // 可以的话  点击头像关注 查看服务 我们电话详聊  来面对文字 看看自己真实的是需要什么结果  什么结果更适合自己  走出迷雾 // 只是精神出轨吗？你目前是怎么看待这件事情的呢！ // 我可以陪伴您处理。 欢迎您关注我，方便时约我时间电话咨询，我们一起成长 // 只是发生了这样的事情，考虑离婚，有点不适合，你们的婚姻就真的经不起风吹雨打吗 // 亲，你们对对方都有不满，是吗 // 抉择婚姻不是一件简单的事，而是需要权衡各方面的情况。还有婚姻是真的走不下去了，还是只是暂时遇到了困难，也需要准确评估，避免作出错误选择。如果需要深入系统的交流，可以点击我的头像预约正式咨询，以便我们更好地帮您。谢谢。 // 美女，婚姻没有谁服从谁，彼此是互助互爱的，如果您表达出来的好强超过了爱意，他可能就会有想法了。您说是吗？
1.3,女 丈夫曾有外遇，几十年至今耿耿于怀，不顺心就发火，与他大吵，无法释怀？困忧I,,你无法释怀，是吗？那么，想通过咨询，达到什么样的咨询目标呢？ // 几十年了，选择了原谅，为何还无法释怀？会反复想起这些事？ // 几十年还放不下，找个人帮你吧 // 现在多大年龄了？ // 你多大了？你们结婚多久了？ // 想改善夫妻关系吗？ // 几十年耿耿于怀，很伤害自己，建议你和我具体咨询，释放你的痛苦 // 几十年的内心折磨确实让人内心痛苦，不过你放不下也有一定的益处，就是觉得他是犯错方，你是受害方，而把用这种观念影响着他，他对你也会有愧疚感。 // 不过你们这样的关系是一种不健康的关系 // 退到一对一界面看我给你的留言 // 美女 // 是啊自己全心的付出，他为什么会出轨呢，真的会让人难以接受 // 你还能够一直和他生活几十年，只是偶尔发发火，真的很不容易 // 这个问题我们需要彻底解决，不然会影响我们的身心健康，家庭和谐 // 很理解你的心情 // 他现在啥样呢？该出轨吗？ // 不能释怀，总是会想什么？ // 几十年前的外遇，居然能够忍到今天，你是为了满足自己哪方面的需求，才可以交换忍耐到今天。 // 十几年都发火，也够了 // 惩罚犯人也有个期限啊！
