s1,beginning_description,following_from_self,following_from_others
1.3,妈妈还委屈，今天又和老爸吵吵了，要到离婚的底部我在中间怎么挽回父母都快50了，我也调解了可是感觉没起什么作用今天吵的挺厉害,25了呗就这半年,他们可能一直是这种相处模式！不必过于焦虑，告诉他们你有多么的爱他们就好！ // 你多大的。你不会左右他们的选择 // 照顾好自己 // 亲，让妈妈过来咨询，你的劝说帮助不大。 // 他们因为什么事情吵架的？
1.3,"女,家庭成员相处不好，尤其婆媳问题相处不好我爱我的孩子但是又想离婚，我舍不得他们怎么办？我和老公感情一般，这一段时间经常吵架",,和婆婆相处不好，主要表现在哪些方面呢！自己在这个过程中有哪些不舒服或者是情绪情感的反应呢 // 夫妻关系如何 // 你多大了 // 问题还不至于需要用离婚来解决 // 孩子小，家庭处在磨合期，有问题冷静下来面对，不要争吵。 // 处理好家庭关系是一门学问，我可以教给你如何游刃有余地处理好这些关系 // 欢迎点击我的头像关注专家深入的咨询。 // 我建议你处理好和老公的关系中的不舒服。 然后再来处理婆媳关系中的不舒服。一步一步来。 我可以帮助您一步一步理清楚这些复杂的情绪和感受。 你可以点我头像，关注我，购买我的咨询服务，我们一起成长 // 在和婆婆相处的过程中能够把控住自己的情感情绪吗？在管理自己的情绪过程中有没有，不甘心不舒服的感受 // 想离婚是因为当下的关系让你不舒服了。我们处理这个不舒服，你会发现离不离婚变得不那么重要了。 我们可以学习经营亲密关系 // 在相处的过程中，若是有，愤怒，焦虑，压抑，烦躁等感觉这就是需要咨询辅导。 // 这些情绪会慢慢的逐渐的扩大事件的变强，直到将事情变的无法挽回的地步。在处理情绪的过程中，我们很多时候容易把：油门当成刹车踩。 // 跟老公吵架也是因为跟婆婆的矛盾吗？ // 婆媳关系有问题，再加上你跟老公感情一般，这样婚姻容易破裂，好的家庭关系，好的婆媳关系，都是需要付出努力的，需要艺术处理 // 离婚不是办法、点我头像、我帮你 // 点击我，加关注，帮你提升处理家庭关系能力 // 若是和老公越是去争执越想得到他的帮助就会感觉，越失望。是否有这种感受呢？要是有这种感受，这是我们把油门当成了刹车在踩。 // 孩子还小和婆婆之间仅仅是相处不好和丈夫之间，也不是怨大仇深。自己又不想离婚这证明我们还是有心有爱来维护这个家庭的完整的。 // 欢迎点击我的头像 // 需要做婆媳关系的心理咨询
1.3,我刚刚结婚，我和我老婆，是相亲认识的，相处十天不到，就结婚了，可是刚结婚，我发现我跟我老婆，性格，各个方面，都不合，怎么办,甚至婚后，我才认识到，我想要的是什么 // 本身结婚就是父母，强逼下来的，现在，我觉得我一和我老婆在一起，我就和变了一个人一样 // 我想要的是我喜欢的，也喜欢我的，平平淡淡就好,闪婚呢！ // ，慢慢磨合。 // 你想要的是什么？ // 已经留言你了，退一步看一下留言吧。 // 如果闪婚找不到感觉，最好闪离。 // 对谁都不会有太大的伤害。 // 说说你十几天前对她的认识，和你现在感觉有什么差异？ // 出现这情况。正常。 // 积极咨询挽救调整关系。 // 婚姻关系里需要平衡的因素很多，最根本是两人的感情基础。婚后恋爱不是不可能，需要了解良好的夫妻关系包括哪些内容，专业咨询请关注我
1.3,"女,和老公结婚一年了，因为性格不合我结婚后总是吵着离婚，次数多了我们总是因为一件小事闹的不可开胶，现在他想和我离婚，我该怎么办呢",嗯 // 我说以后改脾气,美女 // 有孩子吗 // 你不想离婚吧？那你做了为什么努力 // 您吵着离婚，是真的想离婚？ // 你不想离婚？ // 亲， 你催眠了他实现了愿望哦。 // 你自己怎么想？ // 点击我加关注，咨询如何修复婚姻 // 亲，从现在改变吧， // 把你的口头禅改成，我爱你，我会好好和你过的，我们会幸福的，纠正这个错误 // 点我头像，私聊吧 // 改善两人的沟通方式，用他能听懂的方式去沟通。就像你之前提离婚，只是想让他更体贴你，但他却觉得你否定了他。
1.3,老公爱出去玩，虽然说绝对没做对不起我的事，但我心里总会觉得他在外面跟别的女人怎么样了！连他跟一个陌生女人说话我都会生气！是我有病吗,结果还不到一年,美女，结婚几年了，你们感情如何？ // 你 // 好 // 不是有病 // 加强和老公的情感链接，同时提升自己的能力 // 探索你的内心深处是怎么了，为何这么在意这个，具体可咨询我
1.3,"女,老公婚后生了一场病，养病期间我们两地分居，我又带孩子，经婆婆挑唆和带孩子的种种矛盾，丈夫现在对我很冷漠，没有耐心，怎么办，心凉",结婚一年半，孩子马上一岁 // 他上班和我上班的地方远一些 // 他上班离他妈家近，他独生子，他妈过度溺爱，自私小市民 // 他妈一直教育他只要顾好自己就行了，告我说男人指不上 // 我俩婚前感情很好，结了婚因为怀孕和婆婆住一起一年，婆婆专制特别厉害 // 婆婆特别吃醋 // 现在主要是周末夫妻 // 老公没有家庭责任感，不管家，不太关心我和孩子 // 100咱们能聊多久 // 陈老师 // 如何修复我的夫妻关系,为什么在他养病期间你们分居了呢？ // 嗯，婆婆的做法实在过份，最重要的是老公的态度让你心寒。 // 你跟他感情如何 // 你们的这种家庭模式确实对于经营感情不利。我们可以找个更好的相处方式。 // 已经留言你了，请退一步看一下。 // 孩子小家庭处于磨合期，和婆婆矛盾多出现在看问题角度不同，生活习惯不同，性格彼此不协调，不要生气，解决矛盾，化解危机必须先修复你们夫妻关系。
1.3,我是一个不孝顺的人，在家一言不和不管多大岁数的长辈我都和他吵起来，经常火了就用脏话污秽的话对父母破口大骂，现在后悔了却又怕报应怎么办,虚岁22岁了 // 老师，首先必须要谢谢您百忙之中的回复， 其实这话我朋友也和我说过，说你不要烦了，知错就改还是好人，没有报应，可是我还是无法信服啊，您有所不知，受家里人影响我从小就有点信佛教，而佛教上面说，知错能改善莫大焉，改当然是好事，可无论你改不改，以前发生了的就是发生了的，这个是无法泯灭掉的，以前做的坏事就是恶因，以后就得承受这个相应的恶果 // 我会改的，会对我父母好好的，但我就是怕以后会过不好会遭到报应的袭击 // 那以后会不会有其他方面的报应呢,你多大了 // 现在领悟还来得及，及时弥补，好好孝敬父母，不要为过去的事情过度懊悔，用行动证明一切吧。 // 回家真诚道歉、从此洗心革面。来得及。 // 你经常内心纠结痛苦，后悔，其实就是对你的报应了
1.3,我和我老公十四年了，七年前有过一次非常严重的离婚事件，之后一直都有这个想法，和他一起生活我经常郁闷，感觉心累，非常痛苦，我该怎么办,怎么打开,打开心结。 // 愿意和我详细说说情况吗？可以帮助你打开心结，欢迎点击我的头像加关注，我们可以私聊。 // 老公是怎样的一个人 // 为什么和他一起生活，你会不快乐呢？ // 点击我的头像加关注，电话咨询 // 可以很好的解决你的问题 // 放心吧 // 你需要调整自己，让心情好起来，点我头像关注，我帮你调整心情
1.3,哥哥嫂子闹离婚，嫂子人很好，哥哥理直气壮外面找女人，家里没人能管他，跟他说他也不听，嫂子想挽留婚姻，请问有什么办法吗？有专家请联系我,,请点我头像关注，我留言给你了
1.3,我们结婚十年了！我以前很爱他，为什么他总是对我爱理不理的！我慢慢也不依赖他了！现在他开始很在乎，我却无所谓了……我要求离婚，他不离。,我们没有感情，总是吵架，打架，想离婚他又不离婚！,他的表现让你很失望 是吗？可以私聊吗 // 亲，你想离婚的原因是什么呢 // 你们之间发生了什么矛盾，要到离婚的地步呢 // 你无所谓是因为你曾经很受伤 // 当时他不爱理不理时你的感受如何，推己及人，你可以理解他此时的感觉。 // 离婚的原因是什么呢？
1.3,我很介意自己的老公跟别的女人说话，总是信不过他，跟他一起生活了十年，他经常对我说谎，我觉得他很不靠谱，看到他跟别的女人聊天就接受不了。,各方面都爱说谎 // 差不多吧 // 我觉得让我很多疑 // 爱猜忌他 // 他跟别的女人聊天我也就信不过，因猜忌和他吵架 // 可他觉得我是因为不自信 // 我觉得是因为我对他没有了信仁,这样的情况有多长时间了，老公在哪些方面会对你说谎呢。 // 十年一直这样吗 // 你对他的不信任，会对你们夫妻关系带来怎样的状态呢
1.3,"女,25岁,我是一位怀孕了四十几天的准妈妈，但是我一点也不开心，每天睁开眼的第一个念头就是拿掉孩子，可是老公不同意，但我真的真的不想要孩子",,亲，怎么有这样想法呢 // 为什么不想要孩子 // 怎么了？ // 你爱他吗老公 // 这个想杀掉孩子的念头，一直困扰你，杀掉他，这真的是你想要的局面吗？ // 不想要的原因是什么 // 这样对孩子有很大伤害。 // 你内心的不舒服，我们可以学习建设性沟通来表达 // 不欢迎孩子来到世界是不是和婚姻有关 婚姻关系怎么样？ // 原因是什么？
1.3,"女,你好：我很难受！我公公每次训过我：我就会情绪失控；对着孩子大吼大叫：就会对孩子有恨意，很反感他；很讨厌他；我该怎么办！怎么去控制自己的情绪",孩子要把碗里的饭倒在地上：我去训斥：孩子就哭泣，公公就训斥.就甩脸色给我看；每次都因为这种孩子教育问题去争吵.我觉得压抑难受。我老公在外地工作.一年没回家了，我是远嫁，在这里没有任何朋友：天天面对孩子和公公：婆婆上班：公公没工作：我每天的事情就是看孩子.出门的几分钟时间也没有：我不知道怎么办：也不知道自己为什么会这样做；我只知道我做我痛苦：我自己打自己耳光！自己自残：我觉得我要逼疯自己了！明知道我也可以不在乎：不去想不要在意：可是没次每次的告诫自己总会有那么一两次让自己陷下去.我累了好累,孩子成了你的出气筒 // 老公知道这些吗 // 是吗 // 你们结婚几年了，你公公对你很不满意是吗？他脾气如何？你这样对孩子你觉得合适吗？为何不试试其他方式呢？建议你马上做一下情绪疏导，点我关注，电话咨询，我可以帮你处理情绪烦恼。 // 公公为何要训你？ // 可以和公公分开住吗 // 你之所以对孩子这样是因为你在和公公的关系上不舒服了。 和公公的关系上的不舒服，如果用精神分析心理学角度来解释的话，可能在你的早年，与父亲的关系中有很多未解决的愤怒。 我可以帮助您处理。欢迎您点我关注，需要时约我电话咨询。我们一起成长 // 对孩子发泄你的不舒服，不仅不能帮助你解决问题，而且你自己也会感觉到受伤。因为孩子是你生命的一部分 // 公公，为什么训你?发生了什么事情呢？ // 这不合适啊，这种关系好像倾斜，为什么你公公要训你啊！
1.3,我儿子今年上初中二年级，不爱学习，成绩不太好，回家他妈妈给他加了学习任务，跟妈妈产生很多抵触，什么也听不进去，请问专家妈妈应该怎么做才好？,,不要和孩子对抗，学会引导 // 青春期逆反，家长要学会调整教育思路 // 点击我，加关注，做亲子教育咨询 // 给你留言了 // 人性如洪水，强堵不如疏导。 // 欢迎点我头像，点击：电话咨询，详细深入的处理你的问题。 // 可以点击我头像，和你，详细的交流，作为家长如何和孩子沟通，促进他学习的办法好吧 // 教育方法错误了，孩子连基本任务都无法完成，这是加量学习更增加了孩子厌学情绪。 // 学习，靠内动力
1.3,跟老婆吵架也打了他然后他回娘家了，怎么叫他回家他都不肯，我也跟他道歉了也叫人帮我们调解过他都是不回，说要跟我离婚，请问我要怎么做他才肯回家呢？,一个月了，有一孩 // 要怎样做他才肯回家呢 // 每次去叫她回家他总是赶我走 // 会好起来吗,结果多久了，有孩子吗？ // 点我关注，电话咨询，我私聊你了 // 看起来你严重的伤了她 // 会不会好起来，要针对你们的情况做详细地了解，因为目前不知道你们发生了什么事情，具体的情况是怎样的？ // 你的责任是帮助她好起来。具体怎么帮可以咨询我 // 建议你点击我头像，我们私聊来有效地帮不到你解决婚姻问题好吧 // 能说说你们因为什么事情吵架的吗？ // 我私聊你了，点我头像关注，可见留言。 // 如果妻子余怒未消是很难沟通，先端正自己的态度，不急于求得原谅，表示足够的关心和诚意，照顾好孩子，等待她回心转意 // 孩子才一个月正在坐月子你们就吵架？ // 亲爱的，我们可以学习建设性的沟通方式来解决这个问题。她内心有受伤的感觉，我们需要针对她的感觉工作。 我可以帮助您，欢迎您关注我，约我电话咨询。
1.3,您好，心理医生，我爸爸55岁，天天唉声叹气，晚上睡不着，和家人作对，发生争吵，动手打我妈，我怎么劝都不管用，该怎么办呀，我担心时间久了他有一天想不开,心理医生 // 我作为儿子该怎么办 // 想带他去找心理医生，他就骂我，还不去。根本不听我的话 // 有两三年了 // 自从2012年我姐姐和家失去联系半年，他就开始这样，后来我姐又回来了 // 回来后我姐和我爸关系很紧张，我爸爸自从那次就越来越严重 // 我妈妈嘴碎，爱唠叨，一说两个人现在就动手，我感觉我爸爸今年更严重了 // 关键是我现在无论说什么做什么他都不听 // 想带他去找心理医生，他就骂我，还不去。根本不听我的话，我该怎么办呢 // 谁能告诉我该怎么办 // 嘴里经常骂 // 睡不着，胸口闷 // 作为儿子我该怎么做 // 没 // 我妈妈也是倔性格，说了也不听，非要和他吵,爸爸为什么会这样呢？ // 他的情况一直都这样吗？还是最近才这样 // 多包容他，多带他出去旅游，多找些事做 // 还有其他症状吗？有可能和他的年龄也有关系 // 有去医院做过检查吗？ // 建议您先带爸爸去医院检查身体 爸爸的这种状态可能与当年姐姐的离家有关 你目前可能也需要慢慢调整我们自己 试着去接受爸爸当下的这种状态。可以私聊吗 // 在这里联系咨询师付费购买咨询服务。让你爸爸接电话咨询 // 家人尽量不要跟他吵 // 他想做什么就依他
1.3,我和老公总是因为一点小事争吵，我有时感觉自己挺幸福有时感觉很不幸，我感觉他不会说话，说话很没耐心，感觉他不是很爱我，感觉他自私，我该怎么调整我的婚姻,有没有免费的 // 我没钱付费，有没有免费的,婚姻情感牵涉很多的，你可以点击我头像详细咨询 // 夫妻相处需要沟通技巧，我们的幸福与否其实是我们自己营造的。 // 你多大了，结婚几年，以前感情如何？ // 你的感觉多久了。以前怎样 // 这样的他怎么追上你的？ // 人总是无法完美的，关键在于我们如何看待自己的生活 // 点击我的头像加关注，电话咨询
1.3,我俩个女儿本来是幸福的那时候我们俩人在一起的时候她爸妈是不同意思可是现在我老婆变把我的小女儿抱走了他爷爷病想见我小女儿我也想晚回这个家庭我该怎么办,她妈是个候妈 // 是的 // 没有用 // 爷爷有病家里没钱 // 2041年的道现,你老婆为什么这么做 // 你们之间发生了什么冲突 // 你们俩感情怎样 // 她走了多长时间了？ // 没有登记就在一起了吗 // 你跟妻子直接说，有用吗？ // 为什么离开了 // 点击我头像加关注，帮你分析修复婚姻问题 // 是什么让你们由当初的幸福甜蜜到现在的隔阂呢？你们经常争吵么？ // 你再也没去找她吗？ // 如需要更多专业咨询服务，请点击关注我，并私信留言给我，我才能收到信息予以回复！ // 你需要我系统专业咨询
1.3,从小，爸爸妈妈关系不好，我觉得现在我的家庭里只有暴力和冷暴力，好难受，我想要一个快乐的家庭，作为子女，我该怎么应对父母之间的矛盾？怎么样调解比较合适？,你的咨询费太贵了 // 抱歉，我不能咨询你了吧 // 实在不知道怎么办了 // 好的 // 嗯嗯，谢谢你 // 可是我不太懂表达 // 好的，谢谢你 // 有需要我会联系你的,亲爱的 你多大了 // 公屏 上是免费的解答。正式的咨询才需要付费的 // i 我建议你把你内心的真实感受和父母沟通和交流。 把你内心的需要告诉他们。 // 尝试一下，相信对你有帮助 // 我可以教你，欢迎您在宽裕的时候约我电话咨询 // 不客气 感谢您的关注
1.3,我今年24岁了，家里老妈又催婚了，还谈到了结婚需要多少几十万之类的，最近对我的开支管的越来越严，其实我还没有结婚的打算，并且我好像喜欢男人多一点，我该怎么办呢？,你一直发网址是什么意思啊 // 很困扰,这是一种与妈妈关系中体会到的冲突，想离开妈妈，但又需要妈妈的冲突。 分离是你内在需要成长的主题。我可以帮助您，欢迎您点我关注，需要时约我电话咨询。我们一起成长
1.3,各位老师您们好：我想请问下，我们结婚八年了，小男孩八岁了，现在我老婆有外遇被我发现后离开我了，死也不回来，请各位老师指导我想挽回她我该怎么办？                                                                 开始的时候我发现他们聊微信，我发现了我叫她拴出就算了，后来我发现还在聊，有一天晚上两个出去了，回来就被我发现了，吵了一架，又维持了两个月这两个月三天一小吵五天一大吵，到后来她就走了，那男的也走了，我就把这些事情告诉了她的家人，可是的时候还可以骂，现在都无法联系了，她说死也不跟我过了，死也不回她家了，没脸，我求也求过了，什么好话都说过了，和我过怕我以后小吵就提这些事，我也保证过了，她家人也劝了，现在她谁的电话都不接了，我想挽回她有什么办法吗？,我以前也有过一次，被她发现了 // 我们以前很好的，回后来经济有点好转了，她就她的和朋友出去玩，玩坏了 // 我觉得她对我也还有好感的，但是她觉得以后都没有脸见人，所以逃避了 // 嗯 // 看到了，我这个还有挽回的余地吗 // 嗯，是还没有结过婚的,看清老婆出轨的原因，具体咨询 // 你们为什么都这样做呢？ // 你们的感情到底怎么样呢？？ // 哦，这事情闹大了让她无法面对亲人了 // 你先冷处理一段时间吧。 // 其实呢，现在，她由于过去你们之间因为这件事情的争吵而感觉到很受伤，形成了一种印象，也就是心理现实，觉得你无法改变。   你呢，其实现在因为总是无法让她回来，你心里也有一个无助感 // 我私聊您了，点我头像，点图文咨询可以看到 // 那个男的是不是单身？他们一起走的？ // 如需要更多专业咨询服务，请点击关注我，并私信留言给我，我才能收到信息予以回复！ // 你如何知道她死也不回家的 // 真的她有那么大的决心 宁可死也不回来 // 点击头像联系咨询
1.3,"女,不知道是怎么想到的网上找心理咨询，第一次找了，不知道是否有用，便来尝试一下，心理一直很别扭，跟老公感情没有问题，可是沟通确到了一个瓶颈，很无奈，很想离婚,特别想离婚…",很高兴有你们的回复 // 也许没有了解自己的内心…,点击我的头像加关注，电话咨询 // 很高兴能帮助你 // 像没有看清自己的内心是吗 // 点击我的头像详细聊 // 点击我头像选择关注，和我对话帮你找到心理上的疲倦 // 离婚不是解决问题是一种逃避，所以有了问题我们要想办法来解决，心理咨询师可以帮你作出正确的引导。 // 愿意和我详细说说情况吗？我帮你分析下，欢迎点击我的头像加关注，我们可以私聊。 // 我想婚姻遇到问题是需要努力解决的，最好不要轻易谈离婚，你说呢？我可以帮助你解决问题。
1.3,我的名字是谢治利  一名体育生   练了四年了   早在一年前  我不想练了   身上受得伤太多了  我现在上高一   我就和爸爸说不想练了  爸爸说  不行   妈妈也同意我不练了   有一次  我在学校待不下去了 我想跑  可是跑了  爸爸给我打电话  说  你这样你爷爷会被你气死  我也活不过三年  我该怎么办  到底怎么办,嗯嗯 // 谁能告诉我 // 我想找个别的出路  俗话说360行  行行出状元  可是就是不让 // 跑过  也是越跑越是问题  说话吓我 // 就是想让我混下高中三年  说我现在下来没人要  可是我有理想,让妈妈做爸爸的工作吧 // 理解你的感受，一家人把期望都放在了你的身上带给你的压力。 // 用逃跑的方式不如和爸爸好好的沟通一下，说出你的感受。 // 爸爸不同意的想法，初衷是什么，跟粑粑沟通过吗 // 嗯，你明白父亲的想法，但不认同是吗？你的想法跟父亲说过吗？可以点我头像私聊的
1.3,远嫁后，从内心不能把婆家人当自家人看待，对我老公所有亲戚都很反感，对地方的不满加上整日在家带孩子，和婆婆小叔子住一起，琐碎的小矛盾就足以让我火冒三丈。我是不是心理变态了？,常想着离婚。。一了百了,烦躁不安。婚前不知道这样情况吗？ // 考虑单过吗？ // 尝试和老家的家里人多多通话。尤其是父母。 // 我是说和婆婆分出来住
1.3,您好！我干爹怀疑我骗他，其实我没有，怎么办？,我干爹因为裸照被传到网上，后来我处理的。但是他现在认为是我做的！没有说破。其实我没有做，心里很难过。过不去这个坎 // 很复杂！ // 是的！想继续保持 // 在裸照被流出之前我们只是认识！我处理好了他才认我为干儿子，现在有怀疑我 // 现在很难过 // 联系都少了,他怀疑你骗他什么呢？ // 究竟发生什么事情呢？ // 你想继续维持这段关系，是吗 // 点我头像，私聊 // 哦，为什么怀疑你了？
1.3,一闹矛盾就提离婚的男人是什么心理，还能再过吗,,点击我的头像加关注，图文咨询 // 和我对话帮你分析 // 点击我头像加关注选择图文咨询 // 退到一对一界面看我给你的留言 // 结婚多少年了？ // 要看具体情况才能帮你分析 // 看了我给你的留言了吗？ // 提离婚很伤人 // 你们经常吵架吗？一吵架他就要提离婚吗？提离婚你的反应是什么样的呢！
1.3,爸爸妈妈吵架，怎么办？而且很厉害，全都劝不了,我很烦恼，所以想求助心理专家。但是明天再聊吧，太晚了我先睡了。谢谢您回复我。,你多大了？ // 嗯，刚才网络故障一直进不来。交给爸爸妈妈去处理他们夫妻间的问题，要相信他们。 // 点击我的头像加关注
1.3,婚姻触礁，绝望了，看不到任何希望！何去何从？,,要不修船，要不换过船 // 能具体说说吗 // 绝望的时候  看到的是更多的消极  能否什么都不想，只是好好爱自己  好好工作  等一段时间再做处理 // 方便的话 把你的个人资料  年龄 性别 婚龄  彼此的矛盾点  详细的说一下吗 // 希望能给你更多帮助 // 婚姻怎么了 // 你多大了，结婚几年了？有什么矛盾吗？ // 婚姻出现什么问题呢？任何问题都可以解决的！只是目前没有找到解决的方法 // 目前处于纠结犹豫中。看出你有感情。先努力修复婚姻。其次考虑分手
1.3,"女,老公要和我离婚，我不想离老公不同意，怎么办",你能帮我挽回婚姻么 // 是需要选择项目交钱么 // 是计时收费的么 // 那你又把我帮我挽留婚姻么,点击我的头像加关注，图文咨询 // 我可以帮助你 // 点击我的头像详细聊 // 怎么了 // 点击我的头像，下面有服务价格，选择一个购买 // 是的 // 会帮助你的 // 可以了吗 // 购买后就可以继续咨询了 // 朋友，选择好了吗 // 点击我头像加关注选择图文咨询 // 退到一对一界面看我留言 // 什么原因导致的 // 具体发生了什么？ // 美女，你多大，你们结婚几年，有什么矛盾吗？ // 挽回与否，需要先评估，看这婚姻是否真是你内心想要的，两个人的相处，还有婚姻中爱的火种能否复燃，如期望有绝招，可能会自欺，也可能招骗哈
1.3,我和我老婆，现在是无性婚姻，怎样解决现在的现状,在吗，专家 // 我们同岁，都是二十八 // 都有关系 // 我现在咨询的问题收费吗 // 两个孩子了，小的两岁，大的六岁 // 她每天不和我说话 // 都有关系吧 // 我都不愿意在家 // 我们之间有很多矛盾 // 都是些鸡毛蒜皮的事 // 可以这样说吧 // 但是我又不忍心离婚 // 我想了很久了 // 她晚上都不让我碰她 // 一个月之前 // 我现在问的问题别人看不见吧,你们多大 // 何时开始无性 // 为什么无性？ // 是心理原因还是身体原因造成这样的状况呢？ // 有孩子吗？ // 不收费 // 性是婚姻基础，无性对婚姻是巨大障碍 // 什么原因导致的无性呢？可以改变吗？ // 感情问题，导致无性 // 点击我加关注私聊咨询 // 需要先解决感情问题，提升亲密关系 // 嗯嗯 // 私聊你了 // 现在这样咨询事不收费的 // 可是还需要了解一些私密的内容，才能给你更多的帮助，可以的话 点击头像关注选择电话咨询便可 // 除了孩子，你们之间也没什么可以维系关系的了 // 已经有两个孩子了，你们还年轻，好好沟通，正确的表达爱，你们的关系应该可以调整 // 看起来是鸡毛蒜皮的小事，但可能它们都有共性。好好体会一下 // 你们这种情况从什么时候开始的呢 // 嗯嗯。  她拒绝和你性，就是拒绝和你亲密。也就是说，你们的关系出了问题 // 一个月之前发生什么事情了吗？ // 别人可以看见。你可以点我头像，点图文咨询，和我私聊。 就看不见了 // 点击我头像加关注选择图文咨询，退到一对一界面私聊 // 点击我的头像加关注，电话咨询 // 两个孩子都是谁带着？ // 探索原因努力解决问题。 // 看来你们是因为太多的小事情聚成了大矛盾，导致婚姻出现问题，点我头像关注私聊或者电话帮你走出困境
1.3,"女,我想知道离婚了，怎么才能知道老公是不是还爱我",大家好 // 是啊 // 是老公坚决要离的 // 骂我很多话都很难听 // 主要有两个，我们之前生了个女儿，他现在叫我再生一个，我不想 // 是啊，我们认识的时候是很相爱的，我们总是吵架冷战，又不会沟通 // 你说的很对，我总是觉得他不爱我，因为总是做让我难过的事，说很激烈的话 // 他说看到我就恶心 // 我现在想只要他还有一点爱我，为了女儿，我愿意挽回，但是他骂我那么难听，我觉得他是不爱我了,你不确定老公是否爱你是吗 // 为什么离婚呢亲？ // 既然在意为何还要离婚呢？ // 离婚的理由是什么？ // 他这样攻击你的时候，可能你会感觉到他对自己没有爱了是吗 // 我猜测可能你们的关系受到了伤害，他心里很难受才这样的看起来这么绝情的 // 并不一定是不爱你。但你内心对被爱的不确定，可能不只是现在体会到的，可能在你的生命早期就体验到了一种不确定自己是不是被爱的这种感受 // 嗯嗯。 吵架冷战的形成是有心理原因的。也就是说，我们会不自觉的按照内心的亲密关系去和对方互动。 // 我们内心的亲密关系可能内化了我的早年父母的关系 。 所以要帮助您，还需要 从内心深处做工作。 // 我可以帮助您理清楚这些。你愿意付费咨询我吗 // 你很难受对吗 // 我私聊你了，点我头像，点图文咨询可以看到 // 亲，你自己过得怎样？自己爱自己吗？ // 直接问他 // 他对你的要求，你没在意，就提离婚？ // 他为何骂你，有原因吗？美女，你们平时如何沟通，能具体说说吗？
1.3,"男,三天一小吵，五天一大吵 彼此不信任儿子五岁了，",吵了七年了 // 她本人常疑神疑鬼 // 与女同事出差她能猜我去开房！ // 打人 砸东西 // 相亲,吵是处理方式待提升了不信任要看本质是什么！ // 吵架很影响感情啊 // 对孩子成长也不好 // 点击我头像加关注，帮你分析如何处理夫妻矛盾 // 需要找咨询师提升自己，解决问题 // 亲，挺累的，想改变老婆有点困难，先改变自己吧 // 一起找专家解决 // 你们怎么认识的 // 给你留言了
1.3,我老婆和我分居两地一年了，过年回家还说要和我离婚,,你希望解决什么问题 // 为什么分居呢？这一年你有什么挽回的行动吗？ // 为什么要和你离婚呢 // 点击我的头像加关注，电话咨询 // 怎么突然跟你提出离婚了？ // 点我头像，私聊吧。给你留言了 // 分居多久了，长期分居会影响夫妻感情 // 你是怎么想这件事儿的？ // 原因原因能化解吗？你做了什么努力 // 化解婚姻危机~~就是化离婚的危险，为婚姻重生的机会！ 如果我有很多的时间，我会写更少的语句：活在当下！把握现在！ 请立即拨打【欣里有话要说】婚恋情感热线！
1.3,"女,老公提离婚，父母让冷静一段时间，冷静期该怎么做",,你的想法是什么？ // 请问你们为什么要离婚呢 // 为什么要离婚？ // 老公离的理由？ // 吃饭睡觉上班 // 你们发生什么问题了吗？ // 感情问题较复杂，不是几句话就能说清楚的的， 老师需要详细了解你的情况，分析原因，才能找出解决方法。我建议你付费咨询，因为电话沟通方便。点我头像，再点图文咨询，与你私聊好吗？ // 给你留言了 // 如果你不知道怎么办？至少也要知道自己想要什么？为了想要的可以做些什么？你的幸福不是谁能给你的，不是谁能算出来，而是你自己亲手播种出来了！你目前的每一个决定都影响着未来，正因为你现在看不到美好的未来，你才需要相信，相信你可以赢得美好的未来，并需要为之而持之以恒地去努力，还需要讲究方式方法，讲究策略技巧，才能事半功倍！如果需要婚恋情感策略指导，请及时加关注私信留言给我，我会在第一时间给予您回复！ // 冷静期联系我咨询辅导。 探索问题根源。 修正不足。化解矛盾。 挽救婚姻。 // 点击头像 私聊。
1.3,近期两人为一点小事他要离婚我不想离婚怕对孩子不好,就为让他给孩子开家长会他不去 // 他不讲理 // 咋说呢他不爱管事,发生了什么事情呢？ // 可以沟通吗？没必要一定离婚的 // 离婚并不能解决问题，目前看，是可以修复的，您愿意预约正式咨询吗 // 你们的性格怎样？ // 你们之间的感情如何？ // 你点我头像，私聊吧，给你留言 // 离婚不离婚的理由最好不是孩子，不离婚而不和谐的家庭对孩子也好不到哪里去！解决好你们之间问题很重要。 // 人生大事，不可草率，请选择预约老师正式电话咨询，【欣里有话要说】婚恋情感热线，真诚为您提供专业婚恋情感咨询服务！
1.3,"女,32岁,过年了家里又总是提着急结婚的事，怎么应付呢",,美女，你有男朋友了吗？ // 家人急于让你结婚，你现在有合适的男友吗？ // 是什么原因让你没结婚 // 遭遇逼婚 // 调整好心态。不管他们说什么 // 关注你要的，清晰明确具体，可达成的事情。就没时间分心了，对不对 // 现实
