s1,beginning_description,following_from_self,following_from_others
1.3,女 因为这段时间老公动不动发怒，26号晚上又因他发脾气而吵架后，他离家出走之今还没回来，我也没给他打电话，我该怎么办？他还会回来吗？,两年多了，很小一些事他就发火 // 我也不清楚，他为何对我发怒 // 他经常生气而离家出走，到没这么长时间就又回来了 // 刚开始我给他打电话，后来我也不打了，大家分析分析他是什么心理,结婚几年了，为什么他动不动就发怒呢 // 你们结婚多久了？ // 为什么吵架呢 // 最近这段时间发生了什么事情，你老会会因为争执后采取离家出走这么一个极端的行为? // 夫妻之间情绪是相互呼应的，发现对方的同时也需要注意自己的情绪了。 // 经营婚姻情感是一门学问，需要用心也需要智慧，否则容易出现各种矛盾和问题。如果需要深入系统的咨询辅导，可以点击我的头像预约正式咨询。八年案例经验，分析精准到位，注重实践指导。虽然入住这个平台不久，但是续单率及平均分等均居前列，说明大家对我的认可，相信一定可以给您带来有效的帮助。
1.3,女 我今年24，和婆婆小姑子相处很难，婆婆特别的自私，我对她那么好，他却对我很不好，然后小姑子特别像他妈，还让我别小心眼，真的受够了,你们都要钱呢，我没钱，算了吧，打扰大家了,婆媳关系一般都是这样，理解您的感受。 // 您这里还有一位小姑子没嫁人，真是难为您了 // 处理婆媳关系姑嫂关系是要有学问的，点d我的头像私聊支招好吗？ // 您若想深入咨询，可以点我头像关注我。 // 打一个比方，人感冒了就坚决不花钱求医吃药吗？ // 不愿意花钱为自己做心理保健的人，或许你的问题对你没有多大影响 // 退到一对一界面看我给你的留言 // 美女
1.3,"女,我生完孩子了，但是由于自己带孩子很久身体累垮了，现在我亲妈帮我带，但是我很心疼我妈，所以导致我现在看我婆婆还有我老公特别不顺眼",不带，腰疼，不给带 // 自然会这么想，这种想法貌似根深蒂固啦 // 对！所以我在想办法解决 // 不给钱,婆婆不带孩子吗 // 如果婆婆和老公能帮你多分担一些，你还会这么想吗？ // 这样的想法也让自己不快乐 // 为何？说说你是怎么看待的？ // 换个角度想想，自己的孩子，是应该自己带的，感激妈妈，你可以日后报答妈妈的 // 公婆给钱吗？ // 出现问题想办法解决，而不是生谁的气 // 美女 // 你 // 好
1.3,女 与父母关系不好，他们总是不相信我，一味地指责我，在外面破坏我的名声，让我没办法再踏进家门一步，跟他们无法沟通，请问我该怎么解决,24岁,你多大年龄？ // 你多大？ // 不是亲生父母吗？ // 你相信父母吗？ // 需要面对跟父母的关系了，这样的年龄肯定会跟父母有一些矛盾，毕竟你已经长大了。 // 可能存在认知问题，老师需要详细了解你的情况，分析原因，才能帮助你解决问题。点我头像，再点图文咨询，与你私聊好吗？ // 给你留言了 // 接受过父母建议吗？理解过、反思过父母意见的合理与不合理性吗？你需要什么？ // 美女
1.3,女 我是一名全职妈妈，带着两个孩子，可是去年开始，情绪很不好，一句话一个动作都会让我大发雷霆，很讨厌现在的自己，甚至有想死的念头～,想要上班，可是顾虑太多 // 小儿子两岁多点，家人打算让他明年上学 // 我现在每天除了孩子还是孩子 // 顾虑大儿子上学会有坏习惯，小儿子会到处跑，婆婆忙农活，怕她带不好，丈夫在儿子的事情上也很重示，所以感觉压力好大，没人知道我心里好苦 // 是的，我感觉我不能放手，这样就算上班也不安心 // 谢谢大家的回复及建议，我会试着调整心态，如果还是不行，那我就只能上医院了,你内心空虚 // 一个人带两个孩子。让你感动很辛苦。一些焦虑了。试图改变了吗？ // 去年发生什么了吗？ // 美女 // 具体顾虑什么 // 抓紧调整自己的状态，时间长了会影响你的身体，也会影响孩子。我可以帮你，点我头像点图文咨询私聊 // 孩子可以送托儿所了吗 // 微笑] // 孩子多大？ // 妈妈需要有自己的生活的，你快乐，孩子才会幸福 // 有些抑郁，建议具体咨询 // 带两个孩子确实挺辛苦的。 // 安排好自己的生活，试着以自己为中心 // 你的自我空间太小了，你的情绪在提示你关注一下自己。但关注自己，你又会很焦虑。 // 生活不可能十全十美的，懂得调适自己很重要 // 似乎对现在的生活状况有很多担心和不满意，我们需要调整自己的心态，不同的心态对事情会有不同的看法，你需要让自己更积极一些。 // 可能你承受了比较大的压力。 // 找个轻省一点的工作，比如半天班、兼职什么的，先过渡一下。
1.3,女 我们结婚十年了，两个孩子，小的刚满月，我觉得我们性格不合，太相似，谁也不懂的让谁，最主要是他根本就不知道疼我，我们的感情能长久,,情感上的表达差异.可以电话咨询我帮你. // 美女 // 婚姻其实也都是这样的，没有什么说性格不合的，只是都不愿意退让点，把婚姻搞得跟战场一样，清新写真名婚姻情感的方法还是非常有必要的 // 学习经营婚姻情感的方法
1.3,我因为没经过家里父母同意拿了父母挣的工资，一共是500元，父母就用晾衣架把我打的青一块紫一块，还说不打将来我会成为小偷去社会上偷别人的,是 // 但也不能打啊 // 打我也知道疼 // 是 // 把我打到青一块紫一块，我已经没有人样了 // 但你们觉得这种情况就应该打吗 // 是 // 但是我错在先 // 你也是父母啊 // 是啊，我父母就是恨铁不成钢的心态 // 但是我反感打 // 要是打我我就离家出走 // 和父母断绝关系 // 我知道错，但我不能容忍打 // 因为这简直就是个土匪,父母怕你成小偷。想让你长记性。 // 你的受伤感可以理解 // 我能理解你的心情 // 他就觉得打了你才会长记性。说了没用。父母可能这样想吧。 // 其实你拿的时候根本不是他们所认为的那样 // 那当时父母激动了。下手重了。 // 他心理也不好受吧。 // 其实打到你身上痛在父母心里
1.3,女 我妈和我现在这个后爸经常吵架，我后爸声音好大，现在我每当听见他的声音有点大的时候就很害怕，我真的现在好怕每个人在我面前说话大声。,我19 // 我跟他们说过好多次 // 他们两个互不相让，我们小区都怕了他们两， // 好，,美女 // 您多大了 // 你工作没？可以妈妈沟通，让他们尽量和平解决问题 // 你想帮你什么呢 // 有时间让你妈妈过来咨询一下婚姻经营问题吧 // 微笑] // 你做好自己的事情就是对他们最大的帮助 // 如果有可能，算他们来咨询 // 被吵怕了，可以试着出来独立生活，比如单位宿舍……
1.3,女 你好，我老婆老是对我又打又骂的，是因为她之前和我妈妈吵架，我妈骂她了，她现在就是把所有的错都记到我头上，事情过去了几个月还是这样,说说这是怎么回事 // 说啊,美女 // 夹在妻子和母亲之间左右为难，可能是很多男性都头疼的事情 // 打你骂你比较安全，不会遭遇大的报复 // 有些问题和你的应对方式有关系 // 愿意和我详细聊聊吗 // 给你留言了
1.3,"女,26岁，两个孩子的妈妈，如今遭遇家庭冷暴力，想离婚， 可是无法面对孩子和父母，冷暴力已经两年了，心理已经承受不住，医生说我得了抑郁症！",,可以说说是怎样的一种冷暴力吗 // 冷暴力暴力都是非常伤害感情的。 // 可能你们的关系和沟通模式需要调整了。 // 冷，调整下， // 美女 // 建议及时心理治疗，我很愿意帮你 // 他打你，你拿刀砍他啊！
1.3,男 最近老跟老婆吵架，都是一些鸡毛蒜皮的小事，我俩老抬杠随之就破口大骂，现在吵得天天喊离婚。现在不知道婚姻该如何维持下去。谁能帮帮我！,我退让过几天这样的事又会发生！ // 总之感觉什么事我俩都不让着，说着说着又吵开了。,你先退让。就好了。
1.3,男 父母经常吵架  前几次我还劝他们不离以为我还有一个四岁的妹妹。这次我感觉他们闹离婚我也不想劝了这样对我妹妹伤害太大可能他们离婚会更好点,嗯 // 有谁能帮帮我 // 给我点意见,是的。 // 可以通过咨询获得帮助。
1.3,男 媳妇与我妈吵架生气，我妈难过，多喝了安定。我待我妈去医院。回来后都没等我妈好好，我送我妈回老家了。现在我根本睡不着。俩鬓角崩的紧的。,我该怎么办。 // 我已把我妈顺送回老家，这边还有小孩才9个月大。我该怎么办，我请求帮助。 // 我妈刚帮我待孩子，我现在一个我妈打电话我妈都想的是孩子。是不是该睡了，是不是该吃饭了。 // 谁可以帮我疏通下心理。我不知道要怎么做了。 // 关注之后，怎么做？ // 现在的脑袋做不了任何事情。 // 我现在该怎么做？好累的，感觉 // 有愿意给我指条路的吗？,很理解你， // 多陪陪妈妈 // 好好照顾一下你妈妈 // 等老人稳定情绪了。再回家 // 婆媳关系处理你很重要 // 工作啥的放一放 // 您夹在中间很痛苦 // 帅哥 // 点击我头像关注我私聊详情 // 给你留言了 // 点击我头像够买我的服务约我正规咨询 // 很愿意帮助你 // 关注后点击图文咨询 // 你是个孝子，同时，关注问题解决办法，而不是问题本身。
1.3,女 我今年24岁我儿子4岁我生下孩子大多数都是婆婆给哄着，今年就不给哄了给她哥哥哄了，看我婆婆对他哥哥家孩子好，我心里面就气的不行，得怎么办,7个月 // 嗯,首先你的清楚，婆婆没有给你照顾孩子的必然义务 // 在这样的前提下，她给谁带孩子是她的自由。 // 他哥哥孩子多大了？ // 最后，你可能对这个变化欠缺合理的理解 // 婆婆哄了你孩子4年了吧 // 自己化解这份气吧，婆婆没做什么亏待你的事，有需要点击我头像预约咨询 // 你太贪心私心独占欲。 // 美女
1.3,"29岁,和老婆闹离婚，孩子一岁半。老婆和我吵架，后来我妈妈听见骂了老婆和她娘家，怎么办，苦了孩子。补充，老婆娘家在中国，我们生活在国外，谢谢",能救救我们的婚姻吗 // 已经开始和我冷战 // 她和我分房睡 // 分房很多天，因为我打呼噜声音很大，影响孩子。冷战两天 // 我烧好饭帮她盛，她也倒掉 // 吵架因为我妈住在我们附近，平时因为我妈会帮忙煮饭，但最近妈妈说把家务全部交给我们。但我比较晚才回家，老婆埋怨把孩子的休息也推晚 // 吵架吵了很多 // 就是互相指责，大家都气昏了，什么难听的都说了 // 我妈已经不和我妈住了 // 就是孩子小，会帮忙做点家务。可能我老婆不适应。而且她对我妈做事方式不认同 // 其实我觉得我老婆有点产后抑郁 // 我付费没问题，但很急，麻烦大师救救我，我愿意当类似会员付月费 // 求求您们了 // 我的心都快变成死灰 // 其实又了孩子后，她很多时候都提过离婚 // 这次程度最严重 // 她把饭倒掉是为何啊 // 都不给台阶下了 // 全职在家 // 有轻度产后抑郁,爱人现在什么态度 // 爱人在哪 // 几天了 // 你们感情怎么样？吵架的原因是什么？ // 什么原因吵架。你在吵架里做了什么 // 点击头像联系具体咨询指导。好好坚持关爱尊重她。会好的 // 这种情况可以通过你的努力调节一下家庭结构 // 你愿意付费正式咨询辅导吗？ // 点击头像。给你留言分析了。 // 妈妈搬走有利于你是夫妻问题的修复 // 咨询辅导 最电话语音互动。以便于了解很多情况   更好的分析指导你。 // 我能理解你的焦急，也能理解她倒掉那碗饭的感受。 // 如果你认真努力，离婚机率不大，不过调合的过程会很艰难。 // 点击头像。查看图文咨询。给你留言了 // 她为什么提了多次离婚呢？ // 是和你妈妈有矛盾，还是她在异国他乡，感受不到你的关心，体贴呢？ // 她全职在家吗？她和孩子关系怎样呢？ // 让你妻子接受心理咨询，调整自己，同时多关心她 // 很愿意帮助你，理解你火烧眉毛的心情，建议夫妻共同接受心理咨询
1.3,女 结婚三年了，自从前年我怀孕后他总是不想回家，回到家就是玩手机，要不就是把他朋友叫到家里，而且老是喝酒，因为这样我们老是吵架，我该怎么办,,怀孕的时候发生了什么事情吗？ // 你们有过沟通吗？ // 有需要的话可以预约一对一的咨询，点击我头像可以购买咨询服务，或者直接电话联系 // 美女 // 您们之间有矛盾吗？
1.3,女 我害怕我所知道的事实！！我想逃离现在的生活，可是孩子们需要我，我到底该怎么办呢？怀疑老公上升到厌恶他的一切！！我恨他！可又舍不得放下！,我该怎么办 // 嗯 // 我发现他可以很坦荡的欺骗我，而且还理由充足的不承认 // 我通过朋友查了他的行车记录，他根本没有去跟我说的地方，而是去了别处， // 而且一呆就是一夜 // 我不得不会乱想 // 他死不承认,怀疑老公么？ // 发生了什么事？让我们一起来面对，好吗？
1.3,"男,我和老婆打架后她身体我就不能碰了，碰到任何部位她都会不停的打隔、恶心要一两个小时才能慢慢的好，严重的时候就呼吸困难、呕吐，我应该怎么做？",有十多天了,帅哥 // 这种情况多长时间了 // 多久了？ // 躯体症状这么明显，可能是她压抑的比较厉害 // 我建议你可以学习如何沟通情感和感受，帮助她化解她内心的不舒服的感觉 // 经常打架吗？每次打完架后，她身体都出现这样的反应吗？ // 欢迎您约我电话咨询深入讨论。如有需要请私信我 // 早上好 // 处理夫妻关系可能需要很强的协调能力和表达能力，需要心理咨询的调整了。 // 这是对你的厌恶表现，外在不能表现出来压抑自己，身体就表现出来了，你需要先处理好关系，才能是妻子心顺，心顺，身体自然不会这样了 // 你能做的就是对她无限的包容，关心。慢慢化解 // 癔症
1.3,男 结婚一年，吵吵不断。总是一些小事引起的吵架。现在跟我爸妈都动手了。我在外面工作双方各是说辞打的挺严重，我还没回家回去了不知道会是什么结果。,怎么了解？ // 各有各的说辞 // 性格火爆，大大咧咧。,先去了解下具体情况 // 老婆是什么性格呢？ // 理解你的心情，都等着你当裁判呢，是吗？ // 老婆和父母有什么具体的矛盾呢 // 可能沟通的方式需要调整了 // 彼此都不满足对方的需要，所以互不相让，形成能恶性交流。 // 矛盾升级，现实中能分开住吗？ // 帅哥 // 一方是父母，一方是老婆，他们各执一词，让你不知如何是好了，是吗？ // 经营婚姻情感是一门学问，需要用心也需要智慧，否则容易出现各种矛盾和问题。如果需要深入系统的咨询辅导，可以点击我的头像预约正式咨询，以便我们更好的帮您。 // 给你留言了 // 你们是住在一起吗 // 有没有兴趣来探索一下，她们的关系走到现在这样，你的作用占了百分之多少 // 欢迎您约我电话咨询讨论
1.3,男 认识三年结婚，结婚五年了，有个四岁的儿子，最近老婆说要离婚。我家是农村，她家在镇上，目前没有买房，买车。问她离婚理由，说是这不是她要的生活。,她以前说过要在县城买房，目前我还没奋斗到 // 也不全是，我们分开时间长了，她在别的镇上上班，我在家跑运输 // 有时候我要她按我的思想做，有时候就吵两句,问过对方想要的生活是什么样子吗？ // 主要是因为物质生活的不满意，而要选择离婚吗 // 帅哥
1.3,"女,我老公他心里对我父母的怨恨很大，主要是当时我们结婚时买的车，我爸爸现在开着，他觉得我爸把陪送的车没给他开，还有很多小事，他心眼太小，怎么办呢",,你认为老公事心眼小，不应该有怨言是吗？
1.3,女 您好，爸爸妈妈昨天晚上又吵架了，是因为爸爸经常藏私房钱，昨天藏的又被发现了，上次吵架半夜还打起来，说什么今天不是你死就是我死，我该怎么办呢？,十九， // 妈妈也还好，不是太强势 // 上次吵架我在旁边阻止没有什么用，昨天晚上吵架的时候我都睡着了 // 怎么跟爸爸说不要藏私房钱呢？ // 不知道目的，妈妈发现了，爸爸还不承认,你多大了？妈妈很强势，是吗？ // 表达感受 // 他们吵架时你做了什么？ // 你告诉他们你的感受，分析爸爸做的原因，让他们互相理解对方，同时两边调节关系。 // 需要分析原因 // 爸爸藏私房钱的目的呢
1.3,女 我是帮我丈夫咨询的，他最近也不知怎么的，有一点不顺他就发火，发完火也就跟没事似的，总说别人瞪他了，发了好几次火了，怎么办呢，请各位老师帮帮忙,哦,美女 // 让他来做一下心理健康测试
1.3,女 我想把老公关起来   让他的世界只有我   不想让他和别人在一起或者说话   男的也不行   如果他说话了  我就不开心   想哭   就想挑拨他们的关系   让老公只有我,他不愿意，就我自己那么想    有时候就觉得很难受 // 我19和老公处两年对象了    感情很好    他对我也很好    可是我还是觉得他对我不好     我知道他爱我     可是总想他更爱我        我的父母在我七岁时候就因为有小三分手     老公的父母也是因为小三分开         我现在就想我们俩到一个一个人也没有的地方    就我们俩   没有任何人 // 我没工作，现在怀孕五个月了。,你多大？老公愿意这样吗 // 这样他过的好累  虽然我也是那样的人 // 你是把安全感建立在老公身上了，其实安全感来自我们内心 // 你工作没
1.3,女 我对别人一向宽容，但对我老公却十分计较，以前不这样，近几个月我越来越控制不了自己了，他一点事不满我意，我就非常气愤，以致我这个月月经都不调了,我觉得他不够关心我 // 26了 // 回家不喜欢跟我说话，一直玩手机，,因为你老公真真切切的关系到你的实际幸福。 // 你是否把外面压抑的情绪放最亲近的人身上了？ // 对自己很重要的问题，最好选择正式咨询进行系统解决。点击我的头像可进入预约页面。谢谢您。 // 多大了。和老公之间发生什么矛盾了？ // 你对老公有哪些不满意呢？ // 感到不被重视不被爱 // 美女
1.3,女 孩子快5岁了，不会交朋友，不会分享自己的东西给别人，别人拿走自己的东西也不会要回来。别的小朋友叫他的名字他也不答应，也不大叫别的小朋友的名字。,平时在幼儿园很少和别的小朋友玩 // 可是要交朋友，不就是要把自己的玩具，吃的，分享给别人吗，要不然长大会不会自私自利呢？ // 去哪里做成长呢？您是怎么收费的？,语言出来吗？ // 建议家长不要要求孩子把自己的玩具分享给别人 // 这会让他感觉边界被侵犯，他会以为他的边界随便就可以被别人踏入。 // 妈妈喊孩子，孩子答应吗？ // 关于人际交往这块，精神分析心理学认为，孩子和周围人的关系，实际是孩子和父母的关系的翻版 // 也就是说这种情况，我们建议家长来做成长。 // 欢迎您的预约。 需要请私信我 // 事情本来就不是一面。但你所谈到的事情，是需要知道更多的信息的。 // 点我头像，点图文咨询。 // 点我头像，可以看到我的服务列表 // 你觉得要交朋友就要分享给别人，不然就自私自利，这是您这个年代的人，父母是这么教育您对 // 您的 // 要会分享的前提是，孩子得到了足够的爱和尊重，才真正有能力分享 // 希望我这么说，不会伤到您。  欢迎您关注我，需要时请私信我预约时间电话咨询。我们一起成长 // 孩子存在环境适应问题可以调整 // 分不分享和你们成人的教育有关。孩子若没从成人那里学习到这种经验，她是不懂得分享的。
1.3,女 为什么我对我老公越来越计较了。心里总觉得他对我藏了好多秘密，对我不真诚。认为他在跟我计较。 我对朋友反而是信任？？ 为什么会这样？我该怎么办？？,,亲，我们往往感觉老公可以包容我们 // 可能是你对老公和对朋友的要求标准不同，越亲近的人，你可能越在意对方的态度的真实程度。 // 婚姻需要接纳包容理解对方。沟通是关键。 // 你认为你老公是你自己…也许他的全部…你有这样想法吗？ // 美女 // 你们结婚多久了？关系怎么样
1.3,"女,你好，我和我老公结婚有两月了，可是他让我对这段感情真很后悔，他骂我爸爸还有我弟弟，还有在大街上羞辱我还打我，他骂的话真不是一个人能骂出来的话，",嗯，你好 // 我真的很迷茫 // 我可以语音说吗 // 打字说不清楚 // 我也不知道,为何老公会这样骂你打你 // 什么打算？ // 两个月的新婚期出现这样情况，让你感到委屈和压根，你们之间的互动模式似乎出现了问题。 // 可以的 也可以具体一对一的咨询 // 发生了什么  导致他这么极端呢
1.3,女 月子期间特别想自己的妈妈  老公婆婆对我都很好可是我就是想   离家出走 永远消失  每天心情都不好  总有伤心的眼泪  自己妈妈不能来陪我  也不爱自己的宝宝,我该怎么调整自己,美女 // 你有些产后抑郁啊 // 总是想到伤感的事情 // 多和老公谈谈心 和母亲可以电话视频见面聊聊 // 可能有些产后抑郁 // 美女，你的情绪需要做一下调整，要积极面对生活，不要被不开心束缚了 // 系统心理治疗，对你效果会更好 // 小时候有什么心结吗 // 曾经发生的事件，会深深留在潜意识里，当心理脆弱的时候，可能会显现。坐月子很辛苦，一天24小时照顾孩子休息不好。经常有意识积极休息，觉察自己，正面思考。
1.3,"女,28岁,母亲生性就是抑郁的性格，加之从小无父无母，现在更年期，每天要死要活，怎么办？我也受她消极情绪影响，好累啊，每天家里除了战争就没有一点温馨。",没有结婚，因为受她的影响，我真的不会谈恋爱 // 迷茫，我都怀疑我自己是不是也有病了,结婚没？可以和妈妈保持距离吗 // 学会分离 // 美女 // 可以理解你现在的感受 // 不是病，就是心态的问题 // 你的当下的心态受母亲影响这么大，这是潜意识还没有完成和母亲分离的表现。你需要做人格成长咨询。欢迎你联系我，需要请点我头像，私信我约电话咨询 // 我们一起成长
1.3,女 老公不愿把工资卡给我，我挣得也不多，每次我花完了，都是和他要，他取出钱再给我，我觉得他不信任我，每天因为这吵架，我觉得很累，我该继续过下去吗？,,假如你不继续，你再找一个你还是赚的钱，如果他还是不把工资卡给你呢？ // 你要工资卡是为了什么？ // 美女 // 他也很累
1.3,女 你好！今年发现老公很不正常，夫妻直接的一些小争吵都可以引发他跟个神经病似的摔东西烧房子的行为，我真的很纳闷，能麻烦你们帮我解答一下我该怎么处理,麻烦大家告诉我该怎么解决怎么面对 // 就比如说我们今天因为工人所犯的错两个人出现意见不合然后发生冲突，而他却要自爆自弃说砸了机器不干了，或是说有烧了 // 其实每次都只是一些小问题都引发他有这种行为 // 我都不知道该怎么办，感觉好累，每次都要让我像哄孩子一样哄他，然后他才能平复下来 // 是啊 // 因为现在事业刚起步，什么都要自己亲历亲为 // 可一个正常人也即使压力再大也不会到这种地步，每个人都有情绪，总不能一遇到事就发疯砸东西吧，甚至要把房子都烧了 // 我有劝他去看看心里医生，可他总是说自己很正常 // 各位老师，我真的很苦恼 // 他现在又开始发神经，要么就破口大骂，要么就砸东西，我真的很累 // 没人吗？,好呀私聊. // 这需要详细了解才能给你建议 // 如果需要帮助，建议点击我头像够买我的服务约我正规咨询 // 谢谢 // 都什么原因引起吵架啊 // 他是不是压力太大？ // 可以让他做心里调整 // 咱们自身是否有问题呢？ // 老公心里有问题，需要理解 // 你尽量安抚他，帮他减轻心理压力，可以分析工作上的得失利弊，让他看到希望 // 美女
1.3,"女,感觉对老公现在很失望，我们基本与沟通。感觉和他思想上有很大差异。不想管他可是他天天玩乐看了生气。有3个孩子还小，感觉是和他没有以后。我该怎么办，",结婚四年，谈恋爱两三年 // 他现在基本上白天上班，晚上出去玩。而且经常夜不归宿。賺的钱还不够自己花，对小孩一点责任心都没有,你们结婚多久了？ // 美女，能具体说说您的失望在哪些方面吗？ // 首先是修复夫妻关系 还是果断离婚呢 离婚有三个孩子 好像有难度 // 你们沟通不畅通是什么时候这样？
1.3,"女,我跟我老公没结婚，但有一个5个月的宝宝，他脾气很不好脾气暴躁，说不上几句话就来火，生完小孩后我觉得自己过的一点也不开心 ，我该怎么办，谁能帮帮我？",,不开心是因为他脾气不好？ // 对自己很重要的问题，可以选择正式咨询进行系统解决。点击头像可进入预约页面。
1.3,因为老公太老实，当我在外面受了委屈他都不会想办法保护我，我觉得婚姻没办法维系，想离婚，可我又担心孩子因此不幸福，心里总是对老公百般不满我该怎么办？,有时候希望在受委屈的时候他能安慰我，可是他什么都不做， // 而且有时候在外面发生什么事，他都会选择逃避，要我自己独自面对,可以自己保护自己吗 // 自己坚强点，独自承担吧 // 美女
1.3,女 爸爸妈妈说我是小人，她们什么事都不和我说，把我当外人，我有个妹妹，我住家里经常说我给钱给少了父母，我讨厌他！我住出来了，我现在不想理她们，太过分,好 // 30岁，生了两个孩子，二胎是被公公强迫生下来，我爸妈很气愤的，从怀孕开始我就没有享受过一天好日子，我妹妹也冷嘲热讽，说我住家给少了钱，从那时候开始我就讨厌我妹妹 // 后来她结婚了就吹牛她婆婆多好，我婆婆多差，最后还不是自己带人，好多事情在我爸妈面做的很好，说的好，我爸喜欢听漂亮话，听完就对她们很好，最后没有一件成功了， // 这次我爸帮她调动工作，没有人告诉我。都去上班了，只是手续没齐全，我才从她们对话中知道，于是我很生气，吵架了，没把当自己人,你多大了？ // 现在你很气愤，不想与亲人相处了？ // 美女 // 你的难受可以理解。 愿意和我电话咨询吗
1.3,努力试着在修复亲人之间的关系 家人没有回应 反而一直在怪我 我有生活上的问题 人际交往的问题问他们 得到的都是责怪 想请问 修复不了的亲情就这样 还能不能幸福,我妈妈不喜欢我 得不到她的关心关注和关爱 // 我不是很想修复了 就想问问就这样不修复 维持表面的平静,可以修复的 // 你多大年龄？ // 很理解你 // 应该修复的 // 我可以帮助你修复与妈妈关系，你愿意吗？ // 点我头像，再点图文咨询，与你私聊好吗？给你留言了
1.3,今天的我一无所有，一无是处，我把责任赖到我父母责任，说她自己不优秀，不懂教育，才有今天不好的我，在心里我也不想，但兑控制不住，怎样才能心平气和的沟通？,每次遇到不好的爱情，她就给我出主意，我就发火， // 她的主意都让我更加反感，说她不优秀，才把我生的这样 // 我现在就是怨她为什么把我生成这样，什么都不顺 // 这样说我妈妈我心里不好受，怎么办,你其实是很想成为一个很优秀，很有能力个人。能够与自己的父母正常的沟通。 // 你多大了？ // 做平常人，也是成功。没有抱怨了，沟通才会有效。如果需要深入系统的咨询辅导，可以点击我的头像预约正式咨询。八年案例经验，分析精准到位，注重实践指导，相信一定可以给您带来有效的帮助。 // 自责是最让自己难受的一种情绪，为了减轻这种焦虑，于是就推卸责任。 // 你抱怨她其实是为了解脱自己内心的焦虑感，也是一种推卸责任的行为。是很聪明的一种方式。
1.3,女 你好，我两年里夫妻之间相处不好，打过架，之后心里就产生了对老公排斥，感情一直不好，容易生气，怀疑，焦躁，不愿和不喜欢的人说话，或者曾经伤害过我的人，,听到哪里有刺耳的声音心里会不安 // 是怎么回事啊，很喜欢一个人 // 他为了别的女人，打我的时候那女的就找旁边，和他的家人 // 我是不是有抑郁症啊 // 我从四川回到家里，他就说那女人多远本事怎样怎样，，还是亲戚是他姑姑的儿媳，他明知道两家为了这事都快翻脸了，还一起打牌，每次和说离婚他就不同意，之后就很好，可过不了几天就感觉你离不开他 // 之后就疑心病，焦躁，失眠，没没赖心 // 不喜欢和人打招呼，和我讨厌的人,美女 // 微笑] // 老也是拿你没办法。 // 过往经历 // 情绪管理 // 打架确实会伤心，不过你是否也有责任？ // 需要具体疏导一下了 // 这是保护自己的一种方式，不过你的心理脆弱，需要帮助调整，结构化的咨询可以帮助你 // 你心里对老公的不舒服的感觉没有得到处理。所以才会这样 // 我可以帮助您。 欢迎您方便时约我电话咨询讨论 // 听起来确实让人愤怒，可以具体说说吗 // 嗯， // 有点复杂， // 愿意尝试结构化的咨询吗
1.3,女 我每过一段时间心情就很低落，觉得生活没意思，对生活失去信心。老公他好像并不关心我，只是说我太闲了。我平时带孩子没有做其他的事，总是觉得心里很烦。很烦,,美女 // 带孩子很烦 是因为没有充实感 // 恩.那你希望生活是怎么样的? // 看留言吧 // 是生孩子之后吗
1.3,女 我是一个后妈我想让我老公把他10岁的女儿给他前妻因为4.5年了我的付出她女儿不看在眼里我觉得我现在也很看不惯他女儿这样生活在一起很累可我老公不肯我该怎么办,哪个专家能理解一个后妈的心情就给我回复 // 有一个3岁的女儿 // 她母亲也要的就是我老公不肯,可以尝试接受吗？ // 你有孩子吗？ // 孩子的亲生母亲是什么态度呢？ // 理解你的心情 // 可能你现在处于一个临界点上面。 // 我给您留言啦，点我头像，点击图文咨询可以看到
1.3,"男,我和我老婆结婚七年，最近闹得和我离婚，我今天才知道她和我叔家的弟弟出轨了，我为了孩子选择原谅了她，但她坚决要走，说什么也不行，求专家帮我，急！！！！",她说她不爱我了，看着我讨厌， // 孩子才6岁，以后问我要妈妈，我怎么办，我现在看着孩子都不敢面对 // 不是，她说她没脸在这个家呆了 // 她说她错了一步，步步错， // 我今天听到这个消息，我打了她两巴掌，从结婚到今天第一次打她，,你们现在还有感情么 // 面对这样的女人你觉得专家会怎么帮你？ // 他这话的意思是跟你在一起生活不快乐。 // 如果她心意已决，对你没感情，你又何必挽留呢 // 她为了谁为了你弟弟而和你离婚？ // 那不是你的错，你也控制不了别人！ // 最好电话咨询，详细分析一下你们的情况！ // 帅哥
1.3,男 我和老婆结婚9年了，我以前贪玩，老和她生气，她伤心了，在娘家住了一月，娘家劝她回来了，可是她现在看见我就烦，不想进我这个家，怎么才能让她走出这个阴影呢,盖茨比 // 哎,改善夫妻关系 // 她现在烦你的什么方面呢 // 有孩子吗  积极表现自己 让她看到光明和希望 // 帅哥 // 你玩什么？ // 情况好像比较严重，比较复杂，需要详细咨询 // 改变自己，让她看到你的承担。你的行为的改变会带动他对你印象的改变 // 给你留言了 // 你是否可以做一些事情做一些改变她对你的态度？ // 你的问题不是几句话就能说清楚的的， 老师需要详细了解你的情况，分析原因，才能找出解决方法。如果你信任我，点我头像，再点图文咨询，与你私聊好吗？给你留言了。
1.3,"女,28岁,生孩子后总是不想和老公亲热，身体没办法完全放松，每次都会以疲惫想睡觉的理由推脱，除了带孩子累上班累，心里也提不上兴趣，请问这说明什么？怎样能改善？",1岁,美女 // 孩子多大呢
