s1,title,following
1.3,我的老公在家对我冷漠，事事不上心。在朋友面前却是对我和孩子无微不至，特别能为我们着想。这是怎么回事？,
1.3,每次吵架都提到离婚，可是到最后他每次都会把他家人都叫过来，最后婚也没离，我在他家人面前都不知道怎么相处,
1.3,刚刚由于一些事情和母亲大吵了一架，骂我很难听，还夸张的说没有哪个人比我还蠢。我现在真的很想死，怎么办？,
1.3,我15岁父母离婚，跟着妈妈，现跟着外公外婆，初中毕业了，想读的学校分数线没达到，爸妈不肯给学费我该怎么办？,嗯 // 请问我该怎么办？ // 15岁 // 要怎么办？ // 我还是个学生，可以起诉吗？ // 法定监护人？ // 没有其他办法吗
1.3,以前和老公只是吵架，最近一年一吵架他就动手打我，我提出离婚他不同意，孩子也不让我看，家里钥匙什么都拿走了,他在外面欠了好多钱，那些钱我都不知道他怎么借的，他说离婚还要给我分一半帐 // 我想离婚，我想问他借的那些钱，我起诉离婚了会不会分给我一半的债务 // 他打我我没有去验伤，我没有想那么多 // 他借的钱我也没有签字打欠条，甚至好多我都不知道，我问他也不让我问 // 但是他借那些钱的时候我一点都不知道 // 如果我起诉，法院传他不去怎么办
1.3,我和男朋友很相爱，但是我家人不同意，，放出话来说，要男朋友就不认我，要爸妈就离开男朋友，怎么办，我们真的不能分开啊,我该怎么才能让爸妈接受他啊 // 我想争取爸妈的同意 // 他们说我男朋友没出息，给不了我幸福，但是我不赞同
1.3,岳父岳母干涉我们婚姻，且老婆事事都依着娘家，自己的小家庭不管不顾，我该怎么办，怎么让老婆明白过好自己小家庭的日子！,沟通过，轻言细语，高声怒吼，都不起任何作用 // 很感谢各位老师的关心，灰暗的内心，阴郁的心情顿时开朗了很多！非常感谢
1.3,"女,我想给我老公离婚，他的条件就是我净身出户，可是我想要要女儿的抚养权，又没钱养女儿，我最近感觉他变态，晚上经常不归家，而且从结婚以来他经常动手打我，",可是现在该怎么办才好呢！ // 没有证据，自从我跟他结婚以来他有过几次犯罪记录，连家产都不分给我怎么可能有精神损失赔偿，
1.3,"女,我现在孩子7个多月，我是幼师，老公是城管，我怀疑他有外遇，没有证据。我想离婚，对他也没感情了，我想知道孩子会判给谁！男孩。我想争取抚养权，有难度吗？",如果他执意不给，我也要争取，法院会判给我吗
1.3,我和老公的感情出现了很严重的问题，他现在想要离婚，可我确觉得离婚后对孩子的伤害太大了，所以心理上是不愿走到那一步的，因为以前的积怨太多了我真不知该如何去做,
1.3,"女,31岁,1.跟父母，老公在一起时，老公总是不能表现特别顺从我父母，父母也特别看不上这个女婿的行为，我还没有那么敏感，当场去解决双方的现场的问题， 这可怎么办呢？",其实就导致我在考虑自己是不是有问题了 // 我觉得自己是依赖性的，才导致这个问题 // 对父母不应该都是一个标准吗？ // 我老公顺从他的父母，为什么对我父母不可以？我是同样顺从他的父母啊 // 我父母之前不接纳，总是觉得女儿都嫁给他了，他怎么还这样 // 对啊，我自己也觉得强制改变也不好，但顺从这对我来说是唯一的办法，所以我才觉得这是个问题咨询的 // 自己是什么问题呢？ // 是啊，恶性循环了
1.3,我们结婚八年了，有一个可爱的孩子，可为小三的事情吵了不是一次两次了，为了孩子我一直忍过来了，可现在他说后悔和我几年前没离婚，心一下凉了，可现在我不知道怎么办。,
1.3,你好我最近心情不好最近脾气暴躁。总爱动手大人。遇到事情想不开。我小时候父母总是吵架。现在我结婚了也总跟老公吵架。婆媳关系也很不好。我总觉得他看不起我，处事不公平。,我遇到事情。我遇到事情总是想不开。我怀疑自己有抑郁症。我不喜欢自己一个人呆着。但跟别人在一起又没什么可说的？ // 我这样是属于什么病症呢？ // 我这样是属于什么病症呢？ // 我结婚七年了。 // 我感觉我跟我对象好婆媳关系，无法再好起来了我想离婚。 // 你们帮帮我吧。
1.3,老婆给他老板发爱昧信息和打电话，还不让我知道,我怀疑老婆要出轨 // 我怎么做 // 我能打电话咨询吗？ // 在吗？ // 怎么办 // 我和她打架她老是说是工作上的事
1.3,"女,家庭暴力要怎样处理呢，还是婚姻就没的救了，",他每回都说是我犟嘴了 // 他也从来不道歉 // 他的世界观跟别人不一样，天天不高兴说没钱 // 说有钱了就什么都有了 // 我有时候想和他沟通，他就拒绝说有什么好说的我不想说说了你能帮我吗 // 恩 // 对每回都是找别人的不是 // 每回都有理由 // 可是他不去 // 有才7个月 // 我就尽可能的不去惹他躲着他 // 就是有孩子我就不想让孩子受苦 // 就一直忍着 // 有些时候说他他就不啃声 // 那怎么办难道就离婚吗 // 可我舍不得孩子
1.3,我每天都心里烦躁，看什么都不顺眼。怎么回事啊？,每天都和他吵架太累了，心里面越想以前发生的越烦，好想自杀的感觉
1.3,我老婆和我说话的时候说出了别人的名字，说明什么,恩 // 我和他对话的时候，他叫别人名字帮他，叫医生 // 不在乎我 // 有时好，有事吵 // 我想问下，比如说他问我，那是什么我告诉的是对的，但他还问别人，我不理解 // 恩 // 不信任我 // 我说出来的事，他总会向别人在问一下，听别人的意见
1.3,我和老婆出现婚姻问题了，现在真的不知道怎么办了,有人在吗 // 我现在好痛苦 // 要付费啊 // 我看到老婆和别人手牵手的照片，然后对她说了 ，她就对我说了他们的事我信了，我说我可以原谅你，她对我很冷淡，后来闹到她妈那里，她又对他们说没这回事，然后我向她道歉了 // 可是现在她对我不理不猜 ，就跟换了一个人是的，我不知道要怎么做才能让我们重新好起来 // 现在都分开睡了 // 在吗 // 再这样这样下去，我恐怕会疯掉了
1.3,夫妻两人看待问题有分歧，老吵架又调合不好怎么办？,
1.3,"女,41岁,不幸福的婚姻生活每天都象山一样压得我喘不过气",
1.3,"女,结婚12年，家暴很严重，男方威胁不敢离婚，这个问题怎么办",需要怎么做呢？ // 很害怕他暗中伤害我和我的家人，这样怎么做安全？ // 5年前的报警算是吗 // 报警记录能留到现在吗 // 哦 // 家暴的照片可以吗 // 离婚让人很头疼 // 他是个无赖，怕他走极端，伤害我和家人，这些年的家暴被他打怕了
1.3,婚姻出了问题，发现老公和别人交往过密，但是他说并没有什么,结婚不到一年 // 我和老公同居在一起三年多了，结婚不到一年 // 关系挺好的 // 但是偶尔也会吵闹 // 他俩一起出去出去逛过，公园，进山玩 // 平时会电话联系和微信，但是当我在的时候他就不接她的电话，说时无关紧要的电话
1.3,很多时候我遇到家庭上的问题我就大哭就想不通不想活了没意思,家庭很多原因 // 我18岁 // 离婚家庭，家庭很复杂，家庭压力大个种问题，
1.3,"女,我发现老公有外遇了，和他大吵了一驾，现在一句都不想和他说",
1.3,婚后发现老公不爱我，动不动发脾气甚至动手打我，我该怎么办？,
1.3,"女,被老公打了，虽然是第一次，但我想离婚，他不离，我该怎么办",因为孩子哭了，他一哭就会吐，我那天是因为不舒服，所以就没管，我以为老公会管，结果他生气，我们吵架了，他就动的手，孩子快三岁了，他从来都不管孩子，给孩子弄个奶他都不会 // 我没说，我以为他看得出来， // 就算我告诉他我不舒服，我累了，让他帮我看看孩子，他也带不了一会，因为他没有耐心，孩子特别调皮，他一生气就会打孩子，所以，有时候我宁愿累点，都不想跟他发生冲突
1.3,"女,26岁,因为老公对前妻的怜悯而不堪其扰，感情濒临破碎，请求帮助",我是初婚，目前怀孕7个月 // 老公之前对我很好的，可是他背着我跟前妻联系，被我发现后他给的解释是觉得前妻可怜希望帮帮她 // 他和前妻之间没孩子 // 他说他跟前妻离婚的原因是因为双方家庭不和，他们两个人倒是没有太大的矛盾 // 我老公36岁，他前妻35 // 当我发现他们偷偷联系后大发雷霆，吵的很厉害 // 吵完平静下来以后我希望他跟他前妻断了联系他说他做不到，这让我很痛苦 // 然后我说不断了联系也行，那就带我跟他前妻认识一下，大家可以做朋友，她可怜我们可以帮她，但不要背着我，好像我才是局外人 // 沉默了好久以后，我老公说他考虑过带我去见她太尴尬，也不是最终的解决办法，他说他会跟他前妻说以后不再联系的，他说这话的时候很委屈很无奈的样子，从此他心里的我就是一个泼妇蛮不讲理的形象，为此我很受伤
1.3,11 ，男 父母经常辱骂未成年的孩子，尤其是在人多的面前说，父母这样是违法吗？,有人吗 // 我没做错事时，爸爸就要故意揭我的短。找我的茬，故意在妈妈面前挑拨离间，吃饭时都要唉声叹气，专门说我坏事，做了好事不夸我，我也不在意了，天天说我的坏事，天天在妈妈面前说我，。唉！好气人啊，在这家多待一天就会让人心理发疯。 。我受不了，我也不想忍气吞声了，我受够了。 在这永无止境的骂人下我迟早会疯的，吃饭都要横眉冷对，唉声叹气的，感觉是有人得罪他。 我好命苦啊。 // 因为我不是用钱咨询就不回答我是吗？ 还什么免费咨询，我看是，免回咨询吧！
1.3,"女,月子第十一天，我想离婚，因为家暴，可是他不给我孩子，我该怎么办？怎么做？",耳鸣 // 孩子抚养权归我的可能性有多少？
1.3,老公是六个月抱养的 现在29岁 娶妻生子 其养父母对妻儿不理不睬 有权起诉养父母吗,我也不知道 // 只是觉得既然不理不睬当初干嘛抱养 // 嗯 // 有时好包括老公 // 老公是舅舅家的大儿子被姑妈抱养 现在姑妈返来说是舅舅家养不起才送她的 // 这怎么可能 要送也是送小的怎么可能送大的 // 何况当时老公只有六个月大 // 老公当时小根本不能选择 是能选择就不会到姑妈家 儿时其养父母对他也不好 // 这也不能起诉吗 // 起诉分家可以吗 // 那以后可以继承其财产吗 // 他有一个亲生女儿嫁出去了的 不过一直没搬走 户口已移走 现户口老公是长子 // 两位老人是双职工就只生了一个女儿 所以才抱养老公的 老公和他女儿同时可以继承吗
1.3,我有婚姻问题，以到了无法挽回的地步了，离婚我舍不得三岁孩子，我该怎么办，请导师为我指导，谢谢,老师你好， // 结婚快四年了，一直吵架不断，我一直不想吵，好多好多我不知道这么说，她是个蛮讲理的人， // 我要怎样付费给你呀 // 谢谢宫老师 // 谢谢老，很难沟通，她做的好多我不知道怎么说，她所做的我说出来我都感觉我替她丢人，我只能这样说，我的婚姻就像是地狱，我宁愿单身一辈子也要离婚，就是我舍不得孩子，很纠结 // 陈老师你好，我什么都想了，只是她的过份我难以出口 // 张老师您好 // 谢谢几位老师，也许没有人能帮到我，只有我放下所有，也就放下自己了 // 谢谢胡老师，她是一个不务正业的人，不顾家，当然我做为男人我理当扛下所以，她是个蛮不讲理的人，不对骂人对也骂人，我一直都在做我该做的，一次次退让，以没有路可以退了，这样的婚姻我感到了恐惧害怕，我宁愿单身一生也要离，只是我舍不得三孩子， // 我舍不得孩子，要离婚孩子她要带，如果我起诉也许孩子可能会给我，我不想和不讲理的人挣，不想上法院，我只想离婚离她远远的，因此有点纠结，想请老师帮助 // 差不多就是这意思，她所做的我都不好意思说， // 就算我有百般的恨她，她也为我生了女儿也辛苦了，不上法院也给她留一点做人的尊严，说了她的不好同样我脸也无光
1.3,从小比较内向，又因为一些家庭原因和生活环境原因，现在很自卑，很冷漠，没有思想。心里很痛苦，觉得活着很没意思,好多年了，之前不严重。最近特别焦躁 // 93年的。
1.3,"男,我儿子18岁，一直在怨我们不关心他，一直在纠结小时候在生活上不够关心，跟我们一直闹矛盾，一点不考虑我们的立场",
1.3,你好，我爸爸在工地上上班摔伤，左腿远端粉碎性骨折，老板现在不给予任何赔偿，请问我们应该怎么办？他们没有签署任何合同,我之前有过录音 // 我爸爸的工伤鉴定评到九级能赔偿多少
1.3,生下孩子一个月后就走了，他后来把孩子送人了。我现在正在努力赚钱也许要一年才能把女儿接回来，请问到时候我还能找回小孩吗？,一年后也可以？ // 那时候是不是更找不回来了 // 我现在没有经济能力抚养她所以想赚钱先可到时候会不会隔的越久越找不回来了 // 他已经送了说我不管他也不管了 // 我现在就是想把她给接回来可是又没能力 // 我怕到时候找不回来他也不知道到哪里去了怎么办 // 不是我怕到一年以后找就连他也不知道去哪了 // 因为我现在没有能力嘛 // 不知道我已经回老家了 // 后来详细的事我也不知道 // 好吧我尽快再尽快 // 我只有多赚点钱才能找回来 // 可是我好想她我已经忍了两个月了 // 可是是我先走的我有权利要吗 // 好的 // 谢谢你 // 我会尽快把女儿接回来的 // 我家人不同意所以我要有能力才能领回来 // 这么严重 // 我现在的家庭是重组家庭 // 我得征得他们两个的同意 // 现在住的房子是我后爸的 // 还有我妈觉得她养我不容易想让我忘掉这个孩子说是为了我好，未婚单亲妈妈不是那么容易的，而且到时候接回来再不要就是遗弃了就犯法了 // 说就当是我年轻无知犯下的罪行 // 还说也有人养不起很多都是送人的叫我想开 // 我该怎么办
1.3,我想问一下，我一年前离婚了，小的儿子跟我，现在小孩要上小学，学校要出生证，出生证在他爸爸哪里，他现在不给我，我该怎么办。,今天我去了，还是不行。
1.3,两个人决定离婚了，就肚子里的小孩双方都决定打掉！也写了协议！但男方现在又不同意离婚了，如果女方去打掉小孩要付法律责任吗？,
1.3,"女,预产期到了，我想老公回来陪我生产。今天他给他妈说了。他妈不高兴。给他爸说他们还吵起来了。是我太不懂事了吗？到底是谁的错？",他刚去外地半个月 // 嗯 // 原因就是他刚出去不久。然后又回来所有他家里人不愿意
1.3,"女,35岁,因为工作上的事情，大姑姐拉是非和婆婆家里吵了架，全家人都把苗头针对我，心里实在是难受，现在也不知道是不是自己真的有问题",我在老公哥哥的工地上班，因为时间的原因要照顾孩子不想去了，不过他上班的时间是很苛刻的，早上7:30到下午6:30迟到一次罚1000早退一次罚2000
1.3,我老婆老是无缘无故发脾气，有时候还动不动骂人，跟家里人老是不和，还无理取闹，一生气的时候，还做地上哭，抓头发 咬衣服 这样怎么办,23   结婚了 // 别人一说点事，她就以为说她的坏话。一弄就骂人家 // 结婚不到3个月 // 我老婆老是无缘无故发脾气，有时候还动不动骂人，跟家里人老是不和，还无理取闹，一生气的时候，还做地上哭，抓头发 咬衣服 这样怎么办 // 一个月得个两三回 // 打小就这样
1.3,婚后和老公总是不能愉快相处，经常吵架。感情很淡，后来才知道他患有焦虑症抑郁症！对以后的生活失去希望了。不知道怎么办。很迷茫。。。,我想知道他婚前对我隐瞒病情，结婚后又不配合治疗，可以选择离婚吗 // 因为总是不能愉快相处，我的精神也很累。
1.3,我老公疑心病很重，甚至我跟其他男的说话都不可以，把身边的人都当坏人，说也说不得他。而且喜欢发脾气，沉迷游戏，我都不知道怎么办了。,那要怎么帮助他呢？ // 我觉得他自己都不知道他怎么会这样，我要他去看看心里医生他也不听，劝他也不听。 // 他就会玩游戏，怀疑别人。特别是我。 // 这样都有5，6年了吧。 // 跟谁都和不开。 // 他就是不肯。说不听啊。 // 为什么别人劝他，他都听不进去了。他爸妈也不例外。 // 在哪里关注 // 可以了。 // 我关注了呀！ // 怎么不说话啦
1.3,我是个已婚的女人，我和我丈夫的感情不好，想离婚，他一直不同意，说离了对孩子不好，可我对他没感情了，是不是为了孩子要继续过下去，纠结,我结婚有十二年了，孩子九岁，这十几年我们一直吵架，没停过，现在我不想再吵了，就想离婚，他不同意，
1.3,我结婚16年了。16年都呆在丈夫身边。就在这几年，自己变了。脾气不好。老是想出门去打工。我丈夫不允许。自己除了亲戚家人。没有其她朋友……,
1.3,我和老公结婚三十年了，有感情基础，可就是总吵架，聊天聊不到一起。而现在不单是小吵架，老公骂亍特难听，还有暴力倾向。我想找情感专家调解。,
1.3,我们结婚3年了，平常总是爱吵架拌嘴，最近因一些事情闹的很严重，感觉自己心都给伤透了，但是有一个可爱的女儿，想为她留住这个家庭，该怎么办？,我们两个人要好很多，基本上都是因为小孩和双方父母吵架 // 嗯嗯，是的 // 不能谈起双方父母，一提及就会吵架
1.3,"女,25岁,我是新婚半岁宝宝的妈妈，问一下脾气不好、小气、不体贴、不肯承认错误、（即使承认了后来还是说自己没有错）不尊重老婆的老公要离婚吗？",我觉得年轻吵架正常，因为彼此第一次当父母，但是一些处事原则上是不会因婚姻而受影响的你们赞同吗
1.3,各位专家好！我现在越来越讨厌我老公了！从心里已经很厌恶他了！整天不上班，就知道玩游戏，还说要创业！我都不知道他那句话是真的！我很累很累！,一直是这样，以前有在上班的，现在都不上班！家里没有一个人赞同他这样的想法和做法！
1.3,我老公和别的女人有亲密的拍照，被我发现了，我要求要离婚，他也同意了，但前提是两个小孩都要，一个小孩也不给我，但我要一个小孩，我该怎么办？,但是他不承认他在外面有女人，他说只是普通朋友 // 但小孩一直不是我带在身边，他的父母带的， // 能吗？但是一个相片能做为证据吗 // 有能力抚养，相片就是双方搭肩的那种，也能吗？ // 其他的，没有，我提出来的离婚，小孩也能要得到一个吗？ // 相片上还有包装的礼物 // 我想请问下，我们就是常年分开异地工作，家里开销都由我付，如起诉的话，小孩我能要一个，我所挣的钱也要平分吗？ // 在吗？ // 我想请问下，我们就是常年分开异地工作，家里开销都由我付，如起诉的话，小孩我能要一个，我所挣的钱也要平分吗？ // 但他的没有？他还欠下了不少钱？ // 这不公平， // 如果这个相片不能做为证据，其他也没有证据他有过错，我提出来的，也能够要的到一个小孩吗？ // 哦，谢谢
1.3,我和老婆经常因为一些家庭琐事经常吵架随后便是冷战    我爸妈天天向我告状  说我老婆不顾家 自私只顾自己 不懂事   我也为此而恼火   我该怎么去处理？,
1.3,公公对外边一个女人的事很上心，为了帮她不惜和婆婆吵架，却威胁婆婆不让婆婆告诉我们，还有他说只是帮帮那个女人，我们应该怎么办让他回来好好过日子,可是公公发脾气会打婆婆，婆婆不敢吱声，昨天公公还让我老公给那个女人的儿子找个学校，老公说你让他来找我，可晚上公公就打电话说他陪男孩一起来，还不让跟婆婆说 // 我老公特别生气，想跟公公谈谈，可又怕公公回家打婆婆，怎么办，总不能不管吧
1.3,"女,24岁,我对我家公很反感怎么办？我总是会埋怨我跟我老公连结婚生子创业买房买车他都不曾帮过我们，有钱只会花天酒地，每日吹牛逼，提起他我都揪心疼.",
1.3,哥哥和嫂子已离婚 原因是因为哥哥在外面欠了债 现哥哥名下的房子已属于嫂子 孩子也归嫂子 现在嫂子还要我哥的那份地。我们也已给她了 她现在还无理取闹,
1.3,我今年11岁，爸爸偶尔会接我去玩，我的爸爸在我7岁那年离婚了，现在，我还是喜欢他，我想和他玩，但是爷爷奶奶却不同意，但妈妈同意，我到底该不该个他玩，,昨天我去和他玩了，我跟爷爷奶奶说了的，他们同意了，可是我今天一回来，他们就骂我， // 爷爷奶奶说他没有尽到做父亲的责任，所以不让我和他玩，也不许我叫他爸爸 // 好苦恼 // 关键是我每次去了回来，爷爷奶奶都要骂我，妈妈都还好 // 嗯
1.3,"女,一个男的已经是结婚的人有孩子。动不动发脾气，动不动就分床睡，动不动跟老婆吵架还拿刀砍老婆，还威胁老婆的生命，而且在性方面还要求老婆做一些恶心的事！",这个男的是不是有心理问题呢 // 是今年开始的 // 去年吵架他也会出去睡 // 主要说是我在性方面不按他的要求？ // 还说我脾气不好 // 是啊 // 还有是不是被丈母娘说了几句也有原因吗 // 从小到大被父母对他很宠 // 了解。就是那种要处处都要迁就他
1.3,你好，我想咨询我有关于我家庭问题，我和我老公之间没有话题可聊，和我家婆之间也有矛盾，我老公对我不信任，而我已经对他很失望，但又舍不得孩子，我该怎么办？,
1.3,我和女朋友相处15年，一直在外打工，可是因为家庭原因，多次是因为一些谣言造成两家家长不和产生矛盾，到今天面临着分手，可是我们之间是有真感情的，我该怎么办。,是啊我们刚开始因为年龄小，不敢跟家里说，年龄到啦，自己也没做到努力，父母一直再催，我就让女朋友跟家里说 // 可是她们家本身对我和我的家人意见就挺大的，再加上外面风言风雨的就导致现在的面临她回老家。
1.3,我很早以前就想离开家里。现在面临选择学校，我就把学校选的远远的，可是我妈让我断了这个念头，说她养不起我，我心里特别的烦。可以有什么办法，我让我说服我的妈妈。,我知道我可以理解，可是我就是想忘了这里，我很早就想走了 // 内心 // 我内心就是特别的想走，越远越好。没什么面对面的 // 说过很多次了， // 不是，因为妈妈的原因 // 我就是想远离这个充满回忆的地方
1.3,本人今年28  16岁嫁一个老头   今年他79岁了   我们还有一个6岁女儿  现在我不想和他过了  我想带着孩子走   可是他不拿孩子给我   钱也是一分钱都不给我  这种情况我应该怎么做,请问怎么支付 // 知道了 // 不好意思  我明天在找你  我现在卡里面没有钱     明天我充了钱  在找您  我和他就没有结婚证   谢谢 // 知道了  谢谢
1.3,老公爱玩游戏，晚上两三点睡，周末整天不起床，就是抱电脑玩游戏。有事也不跟我商量，都听父母的话。每次吵架死因都是我。是我批评他玩游戏。他没上进心，拿着三千工资,
1.3,结婚七年，婚姻生活其实是名存实亡，孩子将6岁了，慢慢的也懂事了，我觉得这样父母之间没有感情的家庭生活对孩子的成长是不利的，但又怕离婚这一步走下去对孩子影响更大。,怎么说呢，我也不知道是我不够好还是他这人为人比较冷淡。我们都算晚婚，朋友介绍，他大我2岁，我算是个忠厚老实的姑娘，两人不温不火的接触了大半年，结婚后 // 我觉得婚姻关系是1切家庭关系幸福的前题。我和他虽然结婚这么几年了真的是很少的去沟通交流，像正常夫妻那样相互说说话，哪怕闹个小别扭再相互去道个歉。我希望夫妻之间是相互平等相互尊重的，在生活上我感受不到他的关爱和心疼，家务活再累他不会帮你1下，经济上他的奖金我是不过问的，我需要的是尊重，哪怕你告诉我1声我不会干涉你怎么用，我知道他这两年瞒着我存了十几万的奖金钱，故意问他，他就发火说没钱，用了甚至不关我事，浑起来毫不讲理。我和他之间最主要的问题其实真的是夫妻关系名存实亡，他在外面也有女人，发现后我说既然这样哪就离了算了，没必要这么过着，没感情的家庭生活对谁都不好，尤其是对孩子很不利，他承认说在外面找女人是生理需要，说我是个好女人，可就是没感觉了，我说你不能说在外面玩着起，回来啥事不做饭来张口，孩子我管着，我也要上班，家里事我1人忙着，这样的日子不可能长久，离婚后孩子我带走，房子是他婚前的跟我也没关系，钱他看的重他留着，我就只要人，可他不干说凭啥孩子我带走，我说就凭孩子你从来没给他买过1件衣服，做过1次饭，买过几个玩具。这次摊牌后他稍微改变了几天，孩子放学他接1下，叫他理个菜他理1下，碗我不逼着他洗他不会洗，可这样的日子过的真的很没意思，儿子也长大了父母之间没感情对他的成长也征不利，真的离婚的话孩子的影响该有多大?我无房但有正式工作可以申请买房，孩子判给我的机率有多大?
1.3,我和老公吵架了！因为他没时间陪我缺少对我的关心呵护！他回家我们几乎没有沟通！我是全职妈妈宝贝两岁了！全部的心思都在孩子老公身上，所以因此事我很不开心！我该怎么办？,是的！全身投入
1.3,我和我老公结婚一年多了，儿子十个月了，他家庭挺复杂，他的脾气也不好，还不好好干活，我就光说他，他也不听，现在我们只要一说话就会吵架，他还会嫌我麻烦，难道是我错了？？,那应该怎么处理啊 他玩心太大了 现在我们几乎天天吵架
1.3,我和妻子有很多琐事，产生了不可修复的感情裂痕，到了静下心谈离婚的地步。但是我们有一对三岁的双胞胎孩子，为了孩子我不想走这一步。我现在该怎么做，可以让生活进入正轨呢？,对她的漠不关心，对她的不回应，让她心凉了 // 是什么方面的？ // 可以解决什么问题
1.3,怀孕7个月被老公打了，婆婆在一边劝架。我已经生了个女儿两周岁了，我和老公只是办了喜酒还没有拿结婚证，我想和他结束，大女儿都是我一手带大的，真的不能没有她。请问该怎么办？,请问我该怎么办，老公婆婆一起对付我，公公在一旁不管不问，因为我这怀的又是女儿，婆婆让老公重新找个会生儿子的，我想结束并且带走大女儿，让他们出抚养费。 // 可是女儿怎么办，我不能没有她 // 我们没有结婚证，可以判给我吗？能拿到抚养费吗 // 在哪里，希望抓住自己吉利，让自己损失更少 // 2周岁 // 我现在又怀孕7个月，老公出手打我和婆婆一起对付我，因为我怀的又是女儿，婆婆让老公重找 // 我为了孩子还想啊，可是还有什么让我继续过下去
1.3,爸爸是个没有责任心好吃赖做脾气暴躁的人，老公性格正好和爸爸相反，自结婚以后我没办法和爸爸正常沟通一起做事情。总觉得爸爸做事无计划懒散还推卸责任，经常和爸爸起冲突，怎么办,由于工作原因，结婚后我在娘家住 // 结婚前还可以 // 也许是和老公相处久了，他做事一向有计划从来不说推卸责任的话 // 爸爸一遇到事情就想着怎么把事情的责任推卸在别人身上，大多数是推卸在我妈妈身上，所以我很看不惯。爸爸不替妈妈分担反而把所有事情推卸在我妈一个人身上 // 我能帮妈妈做的就做了，有时候我忙帮不了就觉得我妈太辛苦 // 我有试着和爸爸沟通，一说他就发脾气把我臭骂一顿，要多难听有多难听的话。怎么改变呢 // 妈妈经常哭诉爸爸的种种不是，我心里很不好受
1.3,"女,跟男友处了三年   他是个顺毛驴    到了谈婚论嫁的时候   他爸妈和他去我家里和我爸妈见面   我爸爸脾气不是很好   喝了酒就乱乱的   因为结婚时间冲突    还有我爸说话有点冲   说的有点伤害到他父母了    他受不了我爸说他爸爸   而且他的爸爸70了都   他的大姐都比我爸他们大   因为这个跟我家里矛盾起来了    有这一回之后我爸他们死活都不愿意他了    但是为了缓和关系   大老远的他爸妈跟他又来了我家    结果我爸还是那个脾气    他受不了了   转身出去了     闹得比以前更僵了    人家为我做的也不少   但是我爸就是不接受他    可是他也是有原因的才发脾气    我离不开他   也舍不得我爸妈    可是就是好不了   怎么办呀",在么 // 嗯 // 是的 // 怎么办才好 // 那怎么沟通 // 现在不太方便 // 可是我还是要出嫁的啊 // 你给我一个联系方式 // 嗯   来个电话 // 我给你打 // 嗯 // 可是不想爸爸生气
1.3,心里老不安，爱发火，莫名的心里难受，老感觉委屈，什么事都赖的去改变，可心里想去改变，有点事就不停的唠叨，越说越伤心，越说越生气，后甚至和老公打架，但老公不听，甚至变本加厉,
1.3,我对我妈好，为什么女朋友会吃醋？我妈不是他妈吗,为什么这样说 // 嗯嗯
1.3,和家人有矛盾，经常意见不合，发脾气，应该怎么办,我很想赚钱，家人也想帮我，但是想法总有分歧，我之前得过精神分裂和抑郁症，每次意见不同我就认为自己有病 // 我工作上跟同事相处还算融洽，但是总对父母发脾气，我也觉得不好，但是控制不住 // 感觉越是注意，越敏感，心里想着不要发脾气，可是一遇到事情火就大 // 我很自责，可是又控制不住，内心非常矛盾和委屈
1.3,我和我老公结婚3 年他现在因为一点小事就打我我想离婚,好 // 有孩子财产就一个车带款买的 // 孩子不到两岁 // 恩 // 我就把打我身上淤青拍下来了 // 我现在心里受不了 // 现在报警管用吗我来我妈家了第一次打我医院开了证明 // 这次我身上很疼 // 警察管吗 // 他刚出来不久 // 也就半年 // 打我可以在进去吗 // 说话 // 多少钱 // 我给他妈打电话他妈爱打不里的 // 怎么私信 // #我手机要没费了 // 我给你打电话把 // $可以吗 // 我没有钱了 // 出来我们一分钱都么哦有 // 我现在怎么办 // 他打玩我我怎么舍不得 // 恩
1.3,和老公吵架他打了我，而且现在态度恶劣，我该怎么办,
1.3,为什么老公对别人那么尊重。对老婆那么冷淡。甚至辱骂？,哪方面？ // 还有老问，你还有多少钱？他的钱不会轻易交给你，甚至连去他亲妹那喝酒送个礼都要从我工资来拿。这是什么意思？ // 我认为他有意识地在隐藏什么。 // 原来不会这样对我，就是最近半年，老提离婚。 // 因为上半年我发现他老躲着我跟女性聊天，甚至有一次背着我去请那女的吃饭。后来，我发现他的聊天记录，那女的还说，不要不理我。 // 你先分析分析，看你说得怎样？ // 我觉得我很宽容他了，那次我说我原谅他这次，看你还会不会有改变。考虑儿子还小，所以保全这个家。 // 收费是如何？ // 我认为如果我一个人改变没什么用。你怎么帮呢？ // 我经常觉得我已经做到最好的让步了，有时觉得累了，所以无所谓了，我们各自安好。 // 你们的收费标准是怎样？ // 能具体说说吗？你们的回答太含糊，我不知道该选谁。
1.3,"女,婚姻问题，老公有小三，目前跟我分居，而且他经济困难",我不知是否还能挽回 // 我不想离婚 // 恰恰相反 // 我就是太抬高他了 // 我们小孩都有14岁了 // 我只是不想失去他 // 没有 // 是呀 // 那就是没有必要吗
1.3,"男,27岁,天天和老婆吵架  我不知道是自己的问题还是她的问题",这样说吧  每次吵架  他都认为是我的错 不可理喻 每次都拿离婚来说事
